-3.354695558547973633e+00,-2.339396715164184570e+00,1.000000000000000000e+00
-4.055885076522827148e-01,-1.315584659576416016e+00,5.000000000000000000e+00
8.167811036109924316e-01,3.317664384841918945e+00,9.000000000000000000e+00
8.779273927211761475e-02,2.345566511154174805e+00,4.000000000000000000e+00
-3.109310388565063477e+00,-1.111655473709106445e+00,1.000000000000000000e+00
1.369933038949966431e-01,3.020881414413452148e+00,9.000000000000000000e+00
-1.789790153503417969e+00,1.984495997428894043e+00,9.000000000000000000e+00
-2.868897676467895508e+00,-4.527497887611389160e-01,1.000000000000000000e+00
1.630063652992248535e+00,2.682706832885742188e+00,4.000000000000000000e+00
4.578898429870605469e+00,2.982163727283477783e-01,0.000000000000000000e+00
4.005023956298828125e+00,-9.403100609779357910e-01,0.000000000000000000e+00
8.143030107021331787e-02,-5.083433985710144043e-01,5.000000000000000000e+00
-1.108858942985534668e+00,1.704808115959167480e+00,9.000000000000000000e+00
1.058754324913024902e+00,-1.357941865921020508e+00,0.000000000000000000e+00
8.322854042053222656e+00,-9.043718576431274414e-01,0.000000000000000000e+00
3.972203016281127930e+00,-3.231284618377685547e-01,0.000000000000000000e+00
-3.245274782180786133e+00,-1.856107234954833984e+00,1.000000000000000000e+00
6.180198788642883301e-01,4.183135628700256348e-01,5.000000000000000000e+00
-1.556609630584716797e+00,1.104869723320007324e+00,7.000000000000000000e+00
-1.313052654266357422e+00,2.026757001876831055e+00,9.000000000000000000e+00
1.724339962005615234e+00,1.352674961090087891e-01,0.000000000000000000e+00
-3.122276306152343750e+00,-3.288761615753173828e+00,1.000000000000000000e+00
7.499518871307373047e+00,7.476626634597778320e-01,0.000000000000000000e+00
-3.353349208831787109e+00,-2.643762588500976562e+00,1.000000000000000000e+00
6.181769371032714844e-01,-1.597701668739318848e+00,5.000000000000000000e+00
-2.949031114578247070e+00,-3.265692293643951416e-01,7.000000000000000000e+00
-1.297142386436462402e+00,-1.226293683052062988e+00,5.000000000000000000e+00
1.712749719619750977e+00,4.403812885284423828e-01,0.000000000000000000e+00
-1.944596767425537109e+00,1.373807430267333984e+00,7.000000000000000000e+00
1.483009308576583862e-01,-2.751035094261169434e-01,5.000000000000000000e+00
-1.703927993774414062e+00,-1.469130158424377441e+00,5.000000000000000000e+00
6.170089170336723328e-02,2.543025255203247070e+00,4.000000000000000000e+00
-1.395907998085021973e-01,-2.660078525543212891e+00,2.000000000000000000e+00
-2.605182170867919922e+00,-1.370260238647460938e+00,1.000000000000000000e+00
2.030946016311645508e+00,6.677419543266296387e-01,0.000000000000000000e+00
-1.767828464508056641e+00,-1.116476416587829590e+00,5.000000000000000000e+00
-3.327258110046386719e+00,-3.386590957641601562e+00,1.000000000000000000e+00
2.673948764801025391e+00,3.670716762542724609e+00,9.000000000000000000e+00
2.448712885379791260e-01,3.923145771026611328e+00,4.000000000000000000e+00
-2.945997238159179688e+00,-1.007555842399597168e+00,1.000000000000000000e+00
-3.665086269378662109e+00,-1.766005396842956543e+00,4.000000000000000000e+00
-2.681565523147583008e+00,7.202758789062500000e-01,7.000000000000000000e+00
1.130106925964355469e+00,-1.209099769592285156e+00,3.000000000000000000e+00
4.711735844612121582e-01,3.736297369003295898e+00,9.000000000000000000e+00
1.289506912231445312e+00,-8.982189297676086426e-01,5.000000000000000000e+00
