-3.354731559753417969e+00,-2.339468479156494141e+00,-1.064504623413085938e+00,-2.758602201938629150e-01,-1.041842103004455566e+00,1.682274341583251953e-01,-2.333295106887817383e+00,-1.523681581020355225e-01,1.170256853103637695e+00,9.115678668022155762e-01,1.944932192564010620e-01,-4.340880811214447021e-01,1.000000000000000000e+00
-4.055912196636199951e-01,-1.315540671348571777e+00,-1.505402445793151855e+00,2.346171617507934570e+00,-2.296607345342636108e-01,5.465502142906188965e-01,7.942658662796020508e-01,-3.576211929321289062e-01,7.209584116935729980e-01,5.913873314857482910e-01,-1.038062050938606262e-01,-4.423486888408660889e-01,5.000000000000000000e+00
8.167898058891296387e-01,3.317660331726074219e+00,3.061008691787719727e+00,-1.282153964042663574e+00,1.409371018409729004e+00,1.957471728324890137e+00,-2.771129906177520752e-01,1.940561652183532715e+00,3.339937925338745117e+00,-5.689507126808166504e-01,-6.101397871971130371e-01,-6.499235033988952637e-01,9.000000000000000000e+00
8.780062943696975708e-02,2.345580101013183594e+00,1.407438158988952637e+00,-1.703783512115478516e+00,-1.773154616355895996e+00,2.258182048797607422e+00,-3.533991873264312744e-01,-1.659100770950317383e+00,4.822003543376922607e-01,-3.424350619316101074e-01,-9.123507738113403320e-01,3.500430583953857422e-01,4.000000000000000000e+00
-3.109303712844848633e+00,-1.111624479293823242e+00,8.448415398597717285e-01,1.105336308479309082e+00,-1.778861522674560547e+00,5.488536357879638672e-01,1.887012720108032227e+00,1.217523366212844849e-01,-1.291056275367736816e+00,-1.814118921756744385e-01,-8.104837536811828613e-01,2.291173040866851807e-01,1.000000000000000000e+00
1.369911879301071167e-01,3.020848989486694336e+00,1.428357124328613281e+00,-3.625268697738647461e+00,5.695403218269348145e-01,-5.947663187980651855e-01,-3.973365724086761475e-01,1.828609228134155273e+00,-1.406425982713699341e-02,4.739908576011657715e-01,-8.742505311965942383e-02,-1.865912318229675293e+00,9.000000000000000000e+00
-1.789794206619262695e+00,1.984462380409240723e+00,9.500254392623901367e-01,-1.844310283660888672e+00,-3.226653039455413818e-01,1.167827248573303223e+00,3.114010095596313477e-01,1.698303222656250000e+00,-9.567884802818298340e-01,1.095491528511047363e+00,1.810574978590011597e-01,-1.699672937393188477e+00,9.000000000000000000e+00
-2.868895530700683594e+00,-4.527247250080108643e-01,5.937089323997497559e-01,1.153504014015197754e+00,-1.925078988075256348e+00,4.468740820884704590e-01,2.137004613876342773e+00,-6.606171131134033203e-01,-1.080482125282287598e+00,4.970197975635528564e-01,-4.566698968410491943e-01,3.525469601154327393e-01,1.000000000000000000e+00
1.630076408386230469e+00,2.682741403579711914e+00,7.931045889854431152e-01,-5.132916927337646484e+00,-1.154214501380920410e+00,1.405249953269958496e+00,-8.819822072982788086e-01,-5.968276262283325195e-01,1.031528472900390625e+00,-6.489397883415222168e-01,-2.325088739395141602e+00,4.711116850376129150e-02,4.000000000000000000e+00
4.578886508941650391e+00,2.981472313404083252e-01,-3.120353519916534424e-01,9.028009772300720215e-01,2.518024444580078125e+00,9.986447691917419434e-01,2.110215663909912109e+00,-2.694303989410400391e-01,1.461175978183746338e-01,-1.124368906021118164e+00,1.700585603713989258e+00,-2.123977899551391602e+00,0.000000000000000000e+00
4.005026340484619141e+00,-9.402795433998107910e-01,8.868032693862915039e-01,-9.072685837745666504e-01,-3.197266340255737305e+00,-2.273907661437988281e+00,-2.530658006668090820e+00,-5.209671854972839355e-01,-1.522143959999084473e+00,2.312631011009216309e-01,-2.180899679660797119e-01,1.482189059257507324e+00,0.000000000000000000e+00
8.143124729394912720e-02,-5.083277225494384766e-01,9.253849983215332031e-01,2.571648359298706055e+00,8.159717917442321777e-01,1.922622561454772949e+00,-3.992602229118347168e-01,-6.459984779357910156e-01,-1.281365394592285156e+00,1.583991169929504395e+00,-5.034801959991455078e-01,-8.532762527465820312e-01,5.000000000000000000e+00
-1.108855724334716797e+00,1.704793810844421387e+00,1.621327877044677734e+00,-1.192370772361755371e+00,-5.054521560668945312e-01,2.258526086807250977e+00,-8.477214574813842773e-01,2.093694210052490234e+00,6.247089505195617676e-01,-2.520822361111640930e-02,-1.241226401180028915e-02,-5.527034401893615723e-01,9.000000000000000000e+00
1.058746933937072754e+00,-1.357951164245605469e+00,5.491588711738586426e-01,-8.737064898014068604e-02,-2.288897037506103516e+00,-3.397741019725799561e-01,2.401011995971202850e-02,-2.474294185638427734e+00,-6.715412437915802002e-02,-5.358591675758361816e-01,1.807744652032852173e-01,-3.536326587200164795e-01,0.000000000000000000e+00
