-3.354751825332641602e+00,-2.339438676834106445e+00,-1.064514756202697754e+00,-2.758523821830749512e-01,-1.041786789894104004e+00,1.681867241859436035e-01,-2.332945585250854492e+00,-1.532596349716186523e-01,1.168814420700073242e+00,1.000000000000000000e+00
-4.055876731872558594e-01,-1.315596818923950195e+00,-1.505497813224792480e+00,2.346129179000854492e+00,-2.297190874814987183e-01,5.464275479316711426e-01,7.940135002136230469e-01,-3.575429022312164307e-01,7.224615812301635742e-01,5.000000000000000000e+00
8.167896866798400879e-01,3.317665338516235352e+00,3.060989141464233398e+00,-1.282143354415893555e+00,1.409377336502075195e+00,1.957573771476745605e+00,-2.775321304798126221e-01,1.939250349998474121e+00,3.338507413864135742e+00,9.000000000000000000e+00
8.780097961425781250e-02,2.345581769943237305e+00,1.407443523406982422e+00,-1.703773379325866699e+00,-1.773079633712768555e+00,2.258576154708862305e+00,-3.531421720981597900e-01,-1.661020517349243164e+00,4.823141396045684814e-01,4.000000000000000000e+00
-3.109305143356323242e+00,-1.111623287200927734e+00,8.448324203491210938e-01,1.105354070663452148e+00,-1.778714418411254883e+00,5.495423078536987305e-01,1.887787580490112305e+00,1.170181259512901306e-01,-1.293530702590942383e+00,1.000000000000000000e+00
1.369902193546295166e-01,3.020849466323852539e+00,1.428377628326416016e+00,-3.625296592712402344e+00,5.692889094352722168e-01,-5.955132246017456055e-01,-3.984364569187164307e-01,1.833555459976196289e+00,-9.986158460378646851e-03,9.000000000000000000e+00
-1.789795994758605957e+00,1.984462857246398926e+00,9.500395655632019043e-01,-1.844321489334106445e+00,-3.228206634521484375e-01,1.167347669601440430e+00,3.107068538665771484e-01,1.702064752578735352e+00,-9.545566439628601074e-01,9.000000000000000000e+00
-2.868896245956420898e+00,-4.527263343334197998e-01,5.936981439590454102e-01,1.153525114059448242e+00,-1.924933671951293945e+00,4.474014937877655029e-01,2.137534141540527344e+00,-6.640679240226745605e-01,-1.082142472267150879e+00,1.000000000000000000e+00
1.630076289176940918e+00,2.682739496231079102e+00,7.931190729141235352e-01,-5.132931709289550781e+00,-1.154382228851318359e+00,1.404730439186096191e+00,-8.826608061790466309e-01,-5.939094424247741699e-01,1.033529162406921387e+00,4.000000000000000000e+00
4.578889369964599609e+00,2.981469929218292236e-01,-3.120644986629486084e-01,9.027993679046630859e-01,2.518238067626953125e+00,9.992843270301818848e-01,2.111461639404296875e+00,-2.750900983810424805e-01,1.427999287843704224e-01,0.000000000000000000e+00
