-1.589451909065246582e+00,-5.910822749137878418e-01,-1.156401872634887695e+00,-1.399055719375610352e-01,-3.971522748470306396e-01,-5.506286025047302246e-01,-2.723561048507690430e+00,6.166557669639587402e-01,-5.526911616325378418e-01,-5.797718763351440430e-01,-1.055073142051696777e+00,-1.765666842460632324e+00,-5.220724940299987793e-01,-7.829541563987731934e-01,5.000000000000000000e+00
-2.579780817031860352e+00,-2.913834571838378906e+00,-2.288486957550048828e+00,4.491939544677734375e-01,3.708218812942504883e+00,-1.937457442283630371e+00,-1.075558781623840332e+00,2.478722929954528809e-01,1.355566978454589844e+00,-5.235115289688110352e-01,-7.221111059188842773e-01,7.217664718627929688e-01,7.098796963691711426e-01,2.100342661142349243e-01,1.000000000000000000e+00
-2.637712478637695312e+00,-4.864018559455871582e-01,-6.717265248298645020e-01,-1.266391128301620483e-01,2.883838891983032227e+00,6.037248373031616211e-01,2.067717075347900391e+00,-7.343208193778991699e-01,1.679415348917245865e-03,1.404834538698196411e-01,7.084072232246398926e-01,7.250283360481262207e-01,-9.256990551948547363e-01,1.198109149932861328e+00,7.000000000000000000e+00
4.889599978923797607e-01,1.039269804954528809e+00,-1.397453904151916504e+00,-3.659311234951019287e-01,-1.367636084556579590e+00,-1.261342644691467285e+00,-2.021540403366088867e+00,1.386415213346481323e-02,-9.142244458198547363e-01,2.500682592391967773e+00,-4.190434515476226807e-01,3.746788203716278076e-01,-3.639767169952392578e-01,1.099786639213562012e+00,0.000000000000000000e+00
3.643829822540283203e+00,-9.774556756019592285e-01,-3.514311790466308594e+00,2.413956969976425171e-01,-1.701298594474792480e+00,-9.947243332862854004e-01,-6.000750660896301270e-01,-1.110653042793273926e+00,-4.311563372611999512e-01,-1.006052851676940918e+00,1.183547854423522949e+00,3.772013485431671143e-01,7.347788810729980469e-01,-9.941570162773132324e-01,0.000000000000000000e+00
-2.502691268920898438e+00,-2.179696798324584961e+00,-1.549134254455566406e+00,-3.806420862674713135e-01,2.545273303985595703e+00,-2.527546167373657227e+00,-1.400304436683654785e+00,-9.679883122444152832e-01,8.902429938316345215e-01,-1.130123496055603027e+00,-9.875771403312683105e-01,-2.611579000949859619e-01,1.371155023574829102e+00,-2.160114347934722900e-01,1.000000000000000000e+00
-1.086956501007080078e+00,-2.204460620880126953e+00,3.110694885253906250e+00,5.544221401214599609e-01,-4.207600355148315430e-01,-4.287318587303161621e-01,-2.084585279226303101e-01,-3.289258182048797607e-01,-4.978430867195129395e-01,-6.280591487884521484e-01,9.501873850822448730e-01,-5.444486141204833984e-01,1.257074594497680664e+00,3.684243261814117432e-01,3.000000000000000000e+00
4.075783491134643555e-02,-6.993569731712341309e-01,3.343826293945312500e+00,1.422788500785827637e+00,-1.719664812088012695e+00,1.386301159858703613e+00,-6.792624592781066895e-01,3.992800116539001465e-01,-2.576987743377685547e-01,-8.809790015220642090e-01,7.312094569206237793e-01,-1.073794126510620117e+00,-1.094379901885986328e+00,1.827628374099731445e+00,3.000000000000000000e+00
1.575707077980041504e+00,1.856029033660888672e-02,-4.794131278991699219e+00,1.144601106643676758e+00,4.074002802371978760e-01,-3.395625054836273193e-01,-2.900895357131958008e+00,2.479027509689331055e+00,-1.793249100446701050e-01,-1.076651573181152344e+00,-4.460451602935791016e-01,-2.672828912734985352e+00,8.346307277679443359e-01,1.004090383648872375e-01,0.000000000000000000e+00
-3.237019300460815430e+00,-1.781359195709228516e+00,-6.040862202644348145e-01,-1.792537331581115723e+00,-1.896059274673461914e+00,6.605805158615112305e-01,6.435165405273437500e-01,2.443260885775089264e-02,-3.314785659313201904e-01,1.013433814048767090e+00,6.013364195823669434e-01,-8.009859919548034668e-01,-2.834546267986297607e-01,-4.459869265556335449e-01,1.000000000000000000e+00
-2.081611156463623047e+00,3.220603704452514648e+00,-1.108775883913040161e-01,1.352686583995819092e-01,5.606929063796997070e-01,2.156243801116943359e+00,1.094295263290405273e+00,-1.515671372413635254e+00,-2.337095327675342560e-02,-2.529196441173553467e-01,-4.882607758045196533e-01,7.848430871963500977e-01,-2.373480647802352905e-01,5.353173017501831055e-01,7.000000000000000000e+00
-1.141154646873474121e+00,1.483445405960083008e+00,-1.836522102355957031e+00,1.818407922983169556e-01,2.868022203445434570e+00,4.585216939449310303e-01,1.145595788955688477e+00,-1.905877590179443359e+00,-1.010380461812019348e-01,-3.073998689651489258e-01,3.584894239902496338e-01,-1.181534767150878906e+00,-1.049720525741577148e+00,2.077048778533935547e+00,7.000000000000000000e+00
