-1.589460372924804688e+00,-5.910605192184448242e-01,-1.156370043754577637e+00,-1.399217247962951660e-01,-3.971859514713287354e-01,-5.506300330162048340e-01,-2.723661184310913086e+00,6.165150403976440430e-01,-5.528721213340759277e-01,-5.797366499900817871e-01,-1.054975271224975586e+00,-1.765226960182189941e+00,-5.195571184158325195e-01,-7.789208889007568359e-01,1.459509849548339844e+00,-1.660107076168060303e-01,-6.704571247100830078e-01,5.000000000000000000e+00
-2.579797744750976562e+00,-2.913855314254760742e+00,-2.288492679595947266e+00,4.491351246833801270e-01,3.708225965499877930e+00,-1.937465786933898926e+00,-1.075532078742980957e+00,2.478694617748260498e-01,1.355467557907104492e+00,-5.234423875808715820e-01,-7.216954827308654785e-01,7.216913700103759766e-01,7.107275724411010742e-01,2.079216986894607544e-01,-1.064915180206298828e+00,5.695572495460510254e-01,1.118330478668212891e+00,1.000000000000000000e+00
-2.637710571289062500e+00,-4.863989949226379395e-01,-6.717148423194885254e-01,-1.266322284936904907e-01,2.883903980255126953e+00,6.037659049034118652e-01,2.067851066589355469e+00,-7.343243360519409180e-01,2.050402574241161346e-03,1.407125443220138550e-01,7.108379602432250977e-01,7.216188907623291016e-01,-9.239471554756164551e-01,1.194830417633056641e+00,3.793697655200958252e-01,1.188014626502990723e+00,-1.530140638351440430e+00,7.000000000000000000e+00
4.889573752880096436e-01,1.039271950721740723e+00,-1.397452116012573242e+00,-3.659263253211975098e-01,-1.367633581161499023e+00,-1.261358976364135742e+00,-2.021547794342041016e+00,1.384955458343029022e-02,-9.139726161956787109e-01,2.500528335571289062e+00,-4.195206761360168457e-01,3.710123598575592041e-01,-3.678554892539978027e-01,1.094876050949096680e+00,9.117704033851623535e-01,8.062247633934020996e-01,4.250591993331909180e-02,0.000000000000000000e+00
3.643827676773071289e+00,-9.774494171142578125e-01,-3.514316082000732422e+00,2.413921207189559937e-01,-1.701334357261657715e+00,-9.947019219398498535e-01,-6.000018119812011719e-01,-1.110657095909118652e+00,-4.308992624282836914e-01,-1.005977153778076172e+00,1.184422731399536133e+00,3.740427792072296143e-01,7.327120304107666016e-01,-1.006494760513305664e+00,-1.199986878782510757e-02,1.391260862350463867e+00,-5.906521677970886230e-01,0.000000000000000000e+00
-2.502687931060791016e+00,-2.179695606231689453e+00,-1.549135446548461914e+00,-3.806384205818176270e-01,2.545294523239135742e+00,-2.527555465698242188e+00,-1.400204658508300781e+00,-9.680376052856445312e-01,8.903298377990722656e-01,-1.129958391189575195e+00,-9.852712750434875488e-01,-2.625635266304016113e-01,1.374289393424987793e+00,-2.176829576492309570e-01,-1.493361830711364746e+00,3.751715421676635742e-01,3.473950624465942383e-01,1.000000000000000000e+00
-1.086952805519104004e+00,-2.204463481903076172e+00,3.110692739486694336e+00,5.544239878654479980e-01,-4.207625687122344971e-01,-4.287539422512054443e-01,-2.084696292877197266e-01,-3.288958370685577393e-01,-4.980567991733551025e-01,-6.281744837760925293e-01,9.485213160514831543e-01,-5.421116948127746582e-01,1.256637096405029297e+00,3.729878962039947510e-01,1.458196401596069336e+00,-1.186977386474609375e+00,-9.958823919296264648e-01,3.000000000000000000e+00
4.075963050127029419e-02,-6.993586421012878418e-01,3.343823671340942383e+00,1.422790050506591797e+00,-1.719674706459045410e+00,1.386359095573425293e+00,-6.792311668395996094e-01,3.990872204303741455e-01,-2.574737966060638428e-01,-8.803610801696777344e-01,7.362379431724548340e-01,-1.077261805534362793e+00,-1.086322903633117676e+00,1.821828842163085938e+00,1.016852334141731262e-01,-5.861536264419555664e-01,3.511018306016921997e-02,3.000000000000000000e+00
1.575705409049987793e+00,1.856607384979724884e-02,-4.794134616851806641e+00,1.144597291946411133e+00,4.073896408081054688e-01,-3.395999670028686523e-01,-2.900884628295898438e+00,2.479117870330810547e+00,-1.795636117458343506e-01,-1.076839208602905273e+00,-4.480079114437103271e-01,-2.669592618942260742e+00,8.326387405395507812e-01,1.023425608873367310e-01,6.936919093132019043e-01,6.724316477775573730e-01,-2.505386173725128174e-01,0.000000000000000000e+00
-3.237015962600708008e+00,-1.781361341476440430e+00,-6.040853261947631836e-01,-1.792539596557617188e+00,-1.896053433418273926e+00,6.605661511421203613e-01,6.435060501098632812e-01,2.446381188929080963e-02,-3.314310610294342041e-01,1.013268709182739258e+00,6.000915169715881348e-01,-8.012961745262145996e-01,-2.868972718715667725e-01,-4.470841586589813232e-01,-3.336465060710906982e-01,1.173452194780111313e-02,-2.783837318420410156e-01,1.000000000000000000e+00
-2.081618309020996094e+00,3.220602035522460938e+00,-1.108753755688667297e-01,1.352653205394744873e-01,5.606960654258728027e-01,2.156235933303833008e+00,1.094277381896972656e+00,-1.515628337860107422e+00,-2.344739437103271484e-02,-2.530870437622070312e-01,-4.901117086410522461e-01,7.859323024749755859e-01,-2.399219125509262085e-01,5.347872972488403320e-01,1.055864930152893066e+00,1.322062730789184570e+00,-3.942098021507263184e-01,7.000000000000000000e+00
-1.141157388687133789e+00,1.483445525169372559e+00,-1.836519956588745117e+00,1.818417161703109741e-01,2.868032455444335938e+00,4.585306048393249512e-01,1.145583391189575195e+00,-1.905862927436828613e+00,-1.009469330310821533e-01,-3.074863851070404053e-01,3.583619594573974609e-01,-1.182756066322326660e+00,-1.051219701766967773e+00,2.075887203216552734e+00,-1.535787224769592285e+00,6.644024848937988281e-01,-6.549079418182373047e-01,7.000000000000000000e+00
4.543771266937255859e+00,-7.845356464385986328e-01,-1.199259042739868164e+00,-1.742280602455139160e+00,-5.315688848495483398e-01,-1.223589658737182617e+00,1.973258733749389648e+00,-5.488868355751037598e-01,-7.816202044486999512e-01,-2.082077264785766602e+00,1.266976356506347656e+00,2.204169511795043945e+00,1.389787912368774414e+00,-9.542382955551147461e-01,-6.804625988006591797e-01,9.344741702079772949e-01,-1.001719951629638672e+00,0.000000000000000000e+00
1.490244150161743164e+00,7.026358246803283691e-01,5.022984743118286133e-01,1.240636825561523438e+00,-7.643569111824035645e-01,-6.739341020584106445e-01,-1.078429698944091797e+00,1.078720763325691223e-01,-1.232099056243896484e+00,1.916795492172241211e+00,8.956713080406188965e-01,4.018870592117309570e-01,1.779785275459289551e+00,2.288302898406982422e+00,2.338276058435440063e-02,1.285646080970764160e+00,6.300713866949081421e-02,0.000000000000000000e+00
2.207137584686279297e+00,-1.616157293319702148e+00,2.382082700729370117e+00,-1.649241566658020020e+00,1.796495437622070312e+00,4.897990822792053223e-01,1.385063409805297852e+00,4.654254913330078125e-01,-1.038380742073059082e+00,-8.334251046180725098e-01,-8.472520709037780762e-01,-2.176369905471801758e+00,2.068846523761749268e-01,-1.066867947578430176e+00,9.806928634643554688e-01,1.754316806793212891e+00,1.882449865341186523e+00,5.000000000000000000e+00
-2.720870733261108398e+00,-8.416556715965270996e-01,-1.541354656219482422e+00,-5.180084109306335449e-01,3.584885597229003906e+00,-8.575351834297180176e-01,-4.425396919250488281e-01,-1.619102120399475098e+00,-1.276914328336715698e-01,-6.129167079925537109e-01,-6.713471412658691406e-01,-3.643274605274200439e-01,2.388264983892440796e-01,8.841601610183715820e-01,-1.283706188201904297e+00,-8.212126046419143677e-02,-4.506104290485382080e-01,1.000000000000000000e+00
-2.665650844573974609e+00,-4.904009997844696045e-01,1.080482721328735352e+00,2.872128412127494812e-02,-3.307090044021606445e+00,4.482406675815582275e-01,3.429362475872039795e-01,1.292213916778564453e+00,1.002560615539550781e+00,-7.304944396018981934e-01,-4.137876927852630615e-01,-1.187450408935546875e+00,6.374090909957885742e-02,7.243934273719787598e-01,-2.105870485305786133e+00,-3.193576037883758545e-01,-2.727942168712615967e-01,1.000000000000000000e+00
