-1.589480400085449219e+00,-5.910876989364624023e-01,-1.156367540359497070e+00,-1.399003267288208008e-01,-3.972153663635253906e-01,-5.505920648574829102e-01,-2.723717927932739258e+00,6.164444684982299805e-01,-5.528228282928466797e-01,-5.797993540763854980e-01,-1.055281162261962891e+00,-1.765021443367004395e+00,-5.207915306091308594e-01,-7.800125479698181152e-01,1.457683563232421875e+00,-1.618305891752243042e-01,-6.732276082038879395e-01,1.121566414833068848e+00,1.338274836540222168e+00,1.068739652633666992e+00,5.000000000000000000e+00
-2.579774141311645508e+00,-2.913892030715942383e+00,-2.288478136062622070e+00,4.491451382637023926e-01,3.708212375640869141e+00,-1.937462806701660156e+00,-1.075543403625488281e+00,2.478757351636886597e-01,1.355485558509826660e+00,-5.234874486923217773e-01,-7.215862870216369629e-01,7.216113805770874023e-01,7.107955217361450195e-01,2.086356133222579956e-01,-1.067184686660766602e+00,5.711060166358947754e-01,1.112955451011657715e+00,-2.700028568506240845e-02,4.163372516632080078e-01,-2.418405115604400635e-01,1.000000000000000000e+00
-2.637714624404907227e+00,-4.864031672477722168e-01,-6.717095375061035156e-01,-1.266161352396011353e-01,2.883907079696655273e+00,6.037650704383850098e-01,2.067784786224365234e+00,-7.343522310256958008e-01,1.980060013011097908e-03,1.408509016036987305e-01,7.107626199722290039e-01,7.217324972152709961e-01,-9.234752655029296875e-01,1.193010807037353516e+00,3.829453289508819580e-01,1.181540966033935547e+00,-1.524570584297180176e+00,4.488857090473175049e-01,3.401806205511093140e-02,-1.582995802164077759e-01,7.000000000000000000e+00
4.889598190784454346e-01,1.039270877838134766e+00,-1.397450447082519531e+00,-3.659477531909942627e-01,-1.367676377296447754e+00,-1.261346459388732910e+00,-2.021597862243652344e+00,1.389078330248594284e-02,-9.140965342521667480e-01,2.500692844390869141e+00,-4.196615517139434814e-01,3.716064691543579102e-01,-3.675731718540191650e-01,1.095451951026916504e+00,9.146466851234436035e-01,7.964823246002197266e-01,5.248085781931877136e-02,-7.961346507072448730e-01,-1.053866669535636902e-01,3.327078223228454590e-01,0.000000000000000000e+00
3.643835067749023438e+00,-9.774535298347473145e-01,-3.514313459396362305e+00,2.413888722658157349e-01,-1.701289772987365723e+00,-9.947053194046020508e-01,-6.000618934631347656e-01,-1.110619068145751953e+00,-4.309810101985931396e-01,-1.005896687507629395e+00,1.184355497360229492e+00,3.742455542087554932e-01,7.336952686309814453e-01,-1.005006909370422363e+00,-7.196465972810983658e-03,1.379925489425659180e+00,-5.702047348022460938e-01,-8.097536563873291016e-01,-1.092049121856689453e+00,-9.223985671997070312e-01,0.000000000000000000e+00
-2.502690315246582031e+00,-2.179698705673217773e+00,-1.549134850502014160e+00,-3.806409239768981934e-01,2.545276165008544922e+00,-2.527541160583496094e+00,-1.400272250175476074e+00,-9.680466651916503906e-01,8.903343677520751953e-01,-1.130014777183532715e+00,-9.851877689361572266e-01,-2.628134191036224365e-01,1.375112295150756836e+00,-2.155710607767105103e-01,-1.494419813156127930e+00,3.759302198886871338e-01,3.451094925403594971e-01,-7.448803186416625977e-01,9.342497587203979492e-01,-2.452746964991092682e-02,1.000000000000000000e+00
-1.086954593658447266e+00,-2.204460144042968750e+00,3.110692739486694336e+00,5.544255971908569336e-01,-4.207441508769989014e-01,-4.287626743316650391e-01,-2.084980756044387817e-01,-3.289287686347961426e-01,-4.980542063713073730e-01,-6.283799409866333008e-01,9.486344456672668457e-01,-5.418179631233215332e-01,1.256048083305358887e+00,3.735266327857971191e-01,1.454233646392822266e+00,-1.182291030883789062e+00,-1.002021908760070801e+00,1.376479148864746094e+00,6.043537519872188568e-03,8.628073930740356445e-01,3.000000000000000000e+00
4.075885936617851257e-02,-6.993564367294311523e-01,3.343824148178100586e+00,1.422794580459594727e+00,-1.719671607017517090e+00,1.386373043060302734e+00,-6.792352795600891113e-01,3.991086781024932861e-01,-2.574596405029296875e-01,-8.801477551460266113e-01,7.361741065979003906e-01,-1.077267050743103027e+00,-1.086351156234741211e+00,1.821686863899230957e+00,1.087279245257377625e-01,-5.899043679237365723e-01,3.722856938838958740e-02,-4.510411322116851807e-01,-2.626182697713375092e-02,2.360439598560333252e-01,3.000000000000000000e+00
1.575708866119384766e+00,1.856241002678871155e-02,-4.794135093688964844e+00,1.144594073295593262e+00,4.073872268199920654e-01,-3.395925164222717285e-01,-2.900895833969116211e+00,2.479086160659790039e+00,-1.795216351747512817e-01,-1.076924920082092285e+00,-4.481969177722930908e-01,-2.669688701629638672e+00,8.324174880981445312e-01,1.023237705230712891e-01,6.940119266510009766e-01,6.740762591361999512e-01,-2.402566671371459961e-01,2.018908023834228516e+00,1.001030206680297852e+00,-4.044148027896881104e-01,0.000000000000000000e+00
-3.237019062042236328e+00,-1.781362771987915039e+00,-6.040820479393005371e-01,-1.792541742324829102e+00,-1.896049857139587402e+00,6.605651974678039551e-01,6.434998512268066406e-01,2.446923218667507172e-02,-3.314782679080963135e-01,1.013322949409484863e+00,6.000139117240905762e-01,-8.011219501495361328e-01,-2.867445051670074463e-01,-4.467993378639221191e-01,-3.325811326503753662e-01,7.627282757312059402e-03,-2.742423415184020996e-01,-5.304913520812988281e-01,-2.726194262504577637e-02,3.712931275367736816e-01,1.000000000000000000e+00
