-1.589464426040649414e+00,-5.911424160003662109e-01,5.000000000000000000e+00
-2.579774379730224609e+00,-2.913904666900634766e+00,1.000000000000000000e+00
-2.637712240219116211e+00,-4.864029288291931152e-01,7.000000000000000000e+00
4.889590740203857422e-01,1.039270281791687012e+00,0.000000000000000000e+00
3.643832206726074219e+00,-9.774712920188903809e-01,0.000000000000000000e+00
-2.502689599990844727e+00,-2.179714441299438477e+00,1.000000000000000000e+00
-1.086955070495605469e+00,-2.204457044601440430e+00,3.000000000000000000e+00
4.075897857546806335e-02,-6.993415951728820801e-01,3.000000000000000000e+00
1.575708508491516113e+00,1.854087039828300476e-02,0.000000000000000000e+00
-3.237019062042236328e+00,-1.781364202499389648e+00,1.000000000000000000e+00
-2.081618309020996094e+00,3.220602273941040039e+00,7.000000000000000000e+00
-1.141156077384948730e+00,1.483440279960632324e+00,7.000000000000000000e+00
4.543774604797363281e+00,-7.845492362976074219e-01,0.000000000000000000e+00
1.490246534347534180e+00,7.026271820068359375e-01,0.000000000000000000e+00
2.207138299942016602e+00,-1.616160035133361816e+00,5.000000000000000000e+00
-2.720871448516845703e+00,-8.416651487350463867e-01,1.000000000000000000e+00
-2.665653228759765625e+00,-4.904016554355621338e-01,1.000000000000000000e+00
2.366641998291015625e+00,4.003017246723175049e-01,0.000000000000000000e+00
1.031595468521118164e+00,-2.912304162979125977e+00,5.000000000000000000e+00
2.733456134796142578e+00,-1.126515984535217285e+00,5.000000000000000000e+00
-3.102638006210327148e+00,-2.401675462722778320e+00,1.000000000000000000e+00
5.846204161643981934e-01,2.632041454315185547e+00,9.000000000000000000e+00
-3.116066932678222656e+00,-2.365597248077392578e+00,1.000000000000000000e+00
-1.602509975433349609e+00,2.707145452499389648e+00,7.000000000000000000e+00
-1.033810138702392578e+00,3.506468296051025391e+00,9.000000000000000000e+00
-3.527804136276245117e+00,-1.089940667152404785e+00,1.000000000000000000e+00
-1.991339683532714844e+00,2.042144060134887695e+00,9.000000000000000000e+00
-3.531670331954956055e+00,-9.396383762359619141e-01,1.000000000000000000e+00
1.620843172073364258e+00,-1.665814965963363647e-01,0.000000000000000000e+00
-4.262416958808898926e-01,-9.869945049285888672e-01,3.000000000000000000e+00
