-1.589495301246643066e+00,-5.910545587539672852e-01,-1.156372189521789551e+00,-1.399080604314804077e-01,-3.971772789955139160e-01,-5.506277680397033691e-01,-2.723691463470458984e+00,6.164714097976684570e-01,-5.530810356140136719e-01,-5.797765254974365234e-01,-1.058558940887451172e+00,-1.763938784599304199e+00,-5.157929658889770508e-01,-7.813856005668640137e-01,1.446085929870605469e+00,5.000000000000000000e+00
-2.579783678054809570e+00,-2.913854122161865234e+00,-2.288486719131469727e+00,4.491419494152069092e-01,3.708228588104248047e+00,-1.937489151954650879e+00,-1.075504183769226074e+00,2.478651106357574463e-01,1.355596184730529785e+00,-5.234023928642272949e-01,-7.210230827331542969e-01,7.208628654479980469e-01,7.088902592658996582e-01,2.065179646015167236e-01,-1.059142231941223145e+00,1.000000000000000000e+00
-2.637712478637695312e+00,-4.863989651203155518e-01,-6.717205047607421875e-01,-1.266378462314605713e-01,2.883896827697753906e+00,6.037862896919250488e-01,2.067827939987182617e+00,-7.342719435691833496e-01,1.747968723066151142e-03,1.407225877046585083e-01,7.110481858253479004e-01,7.227178812026977539e-01,-9.203432202339172363e-01,1.199674129486083984e+00,3.638770878314971924e-01,7.000000000000000000e+00
4.889597296714782715e-01,1.039270639419555664e+00,-1.397447705268859863e+00,-3.659312129020690918e-01,-1.367628693580627441e+00,-1.261379122734069824e+00,-2.021546125411987305e+00,1.389684900641441345e-02,-9.141258597373962402e-01,2.500735044479370117e+00,-4.187500178813934326e-01,3.715734481811523438e-01,-3.666109144687652588e-01,1.098449945449829102e+00,9.116199612617492676e-01,0.000000000000000000e+00
3.643826961517333984e+00,-9.774518609046936035e-01,-3.514310836791992188e+00,2.413840442895889282e-01,-1.701257705688476562e+00,-9.947438836097717285e-01,-6.000398397445678711e-01,-1.110564708709716797e+00,-4.312399625778198242e-01,-1.005734920501708984e+00,1.184895396232604980e+00,3.756251335144042969e-01,7.375610470771789551e-01,-9.955290555953979492e-01,-2.613736130297183990e-02,0.000000000000000000e+00
-2.502691984176635742e+00,-2.179694414138793945e+00,-1.549133896827697754e+00,-3.806378841400146484e-01,2.545275688171386719e+00,-2.527550220489501953e+00,-1.400215864181518555e+00,-9.680325388908386230e-01,8.907029032707214355e-01,-1.130101680755615234e+00,-9.831071496009826660e-01,-2.647226452827453613e-01,1.368811130523681641e+00,-2.218384891748428345e-01,-1.476418018341064453e+00,1.000000000000000000e+00
-1.086957335472106934e+00,-2.204458951950073242e+00,3.110690593719482422e+00,5.544285774230957031e-01,-4.207635521888732910e-01,-4.287409484386444092e-01,-2.084983438253402710e-01,-3.289443254470825195e-01,-4.982815980911254883e-01,-6.281910538673400879e-01,9.459120631217956543e-01,-5.414407849311828613e-01,1.260389447212219238e+00,3.725428581237792969e-01,1.451353430747985840e+00,3.000000000000000000e+00
4.075812175869941711e-02,-6.993566751480102539e-01,3.343819856643676758e+00,1.422791600227355957e+00,-1.719680905342102051e+00,1.386390328407287598e+00,-6.792562603950500488e-01,3.990743458271026611e-01,-2.576342225074768066e-01,-8.805398344993591309e-01,7.357730269432067871e-01,-1.077539563179016113e+00,-1.084174752235412598e+00,1.820227742195129395e+00,9.709243476390838623e-02,3.000000000000000000e+00
1.575706362724304199e+00,1.856350339949131012e-02,-4.794133663177490234e+00,1.144591569900512695e+00,4.073845744132995605e-01,-3.395942449569702148e-01,-2.900936365127563477e+00,2.479041337966918945e+00,-1.797563731670379639e-01,-1.076976895332336426e+00,-4.510893225669860840e-01,-2.668523788452148438e+00,8.370603322982788086e-01,1.018379330635070801e-01,6.751509904861450195e-01,0.000000000000000000e+00
-3.237019062042236328e+00,-1.781356811523437500e+00,-6.040812730789184570e-01,-1.792543292045593262e+00,-1.896053075790405273e+00,6.605737805366516113e-01,6.435008645057678223e-01,2.444451116025447845e-02,-3.314606249332427979e-01,1.013181447982788086e+00,5.996928215026855469e-01,-8.016023635864257812e-01,-2.871449589729309082e-01,-4.501776993274688721e-01,-3.309845328330993652e-01,1.000000000000000000e+00
-2.081612586975097656e+00,3.220603466033935547e+00,-1.108764261007308960e-01,1.352659910917282104e-01,5.606953501701354980e-01,2.156254768371582031e+00,1.094254612922668457e+00,-1.515645980834960938e+00,-2.364240400493144989e-02,-2.530663311481475830e-01,-4.913650453090667725e-01,7.865120768547058105e-01,-2.364676445722579956e-01,5.364183783531188965e-01,1.046146512031555176e+00,7.000000000000000000e+00
-1.141154646873474121e+00,1.483444452285766602e+00,-1.836521625518798828e+00,1.818431466817855835e-01,2.868036031723022461e+00,4.585648477077484131e-01,1.145534753799438477e+00,-1.905881524085998535e+00,-1.012072637677192688e-01,-3.074162602424621582e-01,3.554930388927459717e-01,-1.181002974510192871e+00,-1.046194195747375488e+00,2.078289031982421875e+00,-1.556994915008544922e+00,7.000000000000000000e+00
4.543770790100097656e+00,-7.845396995544433594e-01,-1.199254393577575684e+00,-1.742283582687377930e+00,-5.315598845481872559e-01,-1.223570346832275391e+00,1.973233938217163086e+00,-5.489438772201538086e-01,-7.818048596382141113e-01,-2.082084417343139648e+00,1.264332056045532227e+00,2.204886913299560547e+00,1.393941640853881836e+00,-9.547846317291259766e-01,-6.931247115135192871e-01,0.000000000000000000e+00
1.490245699882507324e+00,7.026342153549194336e-01,5.022962093353271484e-01,1.240637660026550293e+00,-7.643612623214721680e-01,-6.739504933357238770e-01,-1.078386902809143066e+00,1.078242361545562744e-01,-1.231785416603088379e+00,1.916522622108459473e+00,8.973034024238586426e-01,3.999789059162139893e-01,1.773872375488281250e+00,2.282124757766723633e+00,3.069837205111980438e-02,0.000000000000000000e+00
2.207134962081909180e+00,-1.616158962249755859e+00,2.382083177566528320e+00,-1.649237632751464844e+00,1.796496152877807617e+00,4.898244440555572510e-01,1.385040640830993652e+00,4.655467867851257324e-01,-1.038629174232482910e+00,-8.334364891052246094e-01,-8.457599878311157227e-01,-2.174971818923950195e+00,2.093570530414581299e-01,-1.059475302696228027e+00,9.708077311515808105e-01,5.000000000000000000e+00
-2.720871686935424805e+00,-8.416532278060913086e-01,-1.541352868080139160e+00,-5.180068016052246094e-01,3.584886550903320312e+00,-8.575138449668884277e-01,-4.425604939460754395e-01,-1.619072556495666504e+00,-1.279120743274688721e-01,-6.128969192504882812e-01,-6.714967489242553711e-01,-3.630959391593933105e-01,2.419331669807434082e-01,8.887643814086914062e-01,-1.299451947212219238e+00,1.000000000000000000e+00
-2.665652513504028320e+00,-4.903993308544158936e-01,1.080482244491577148e+00,2.871826663613319397e-02,-3.307081699371337891e+00,4.482252299785614014e-01,3.429382741451263428e-01,1.292240858078002930e+00,1.002435922622680664e+00,-7.303088307380676270e-01,-4.129392802715301514e-01,-1.187067389488220215e+00,6.534666568040847778e-02,7.283524870872497559e-01,-2.105410575866699219e+00,1.000000000000000000e+00
2.366639375686645508e+00,4.002992510795593262e-01,-1.749264955520629883e+00,-4.124412059783935547e+00,-3.620503544807434082e-01,1.222888007760047913e-01,7.131156921386718750e-01,-4.205489456653594971e-01,2.041667461395263672e+00,-1.330134153366088867e+00,-5.136124491691589355e-01,-1.341364383697509766e-01,-1.231113195419311523e+00,6.421477198600769043e-01,1.077412724494934082e+00,0.000000000000000000e+00
1.031590223312377930e+00,-2.912308692932128906e+00,6.088084578514099121e-01,1.041680932044982910e+00,-1.436492562294006348e+00,-3.006281554698944092e-01,-1.200573563575744629e+00,-1.880703210830688477e+00,1.617675647139549255e-02,5.772911906242370605e-01,-9.486120194196701050e-03,1.901645064353942871e-01,-1.235158801078796387e+00,-4.271642246749252081e-04,-8.851421475410461426e-01,5.000000000000000000e+00
2.733453512191772461e+00,-1.126526117324829102e+00,1.907014608383178711e+00,2.099715709686279297e+00,-5.615943074226379395e-01,1.032334327697753906e+00,-8.912587538361549377e-03,-1.112270116806030273e+00,9.873962402343750000e-02,1.199033021926879883e+00,1.175723791122436523e+00,1.295023083686828613e+00,-1.286083221435546875e+00,3.317129313945770264e-01,-8.570554852485656738e-01,5.000000000000000000e+00
-3.102638959884643555e+00,-2.401667594909667969e+00,-1.478680014610290527e+00,-1.040131211280822754e+00,8.999055624008178711e-01,-8.882346153259277344e-01,-6.038705110549926758e-01,2.845006883144378662e-01,-5.829711556434631348e-01,-2.441873997449874878e-01,1.365879535675048828e+00,4.778511524200439453e-01,3.319754302501678467e-01,1.575079262256622314e-01,1.213521599769592285e+00,1.000000000000000000e+00
