-1.589447498321533203e+00,-5.910859107971191406e-01,-1.156368017196655273e+00,-1.398874670267105103e-01,-3.971549272537231445e-01,-5.506132245063781738e-01,-2.723727464675903320e+00,6.164283752441406250e-01,-5.528646707534790039e-01,-5.799660682678222656e-01,-1.056284546852111816e+00,-1.765298962593078613e+00,-5.201541781425476074e-01,-7.797545790672302246e-01,1.454955339431762695e+00,-1.668599396944046021e-01,-6.711789965629577637e-01,1.133089303970336914e+00,1.308724164962768555e+00,5.000000000000000000e+00
-2.579781770706176758e+00,-2.913838863372802734e+00,-2.288480758666992188e+00,4.491180181503295898e-01,3.708243608474731445e+00,-1.937500476837158203e+00,-1.075500369071960449e+00,2.478920072317123413e-01,1.355502367019653320e+00,-5.234068036079406738e-01,-7.208718657493591309e-01,7.215856313705444336e-01,7.104747295379638672e-01,2.087066769599914551e-01,-1.064402461051940918e+00,5.739603638648986816e-01,1.112526059150695801e+00,-3.308027237653732300e-02,4.346245527267456055e-01,1.000000000000000000e+00
-2.637712955474853516e+00,-4.863978028297424316e-01,-6.717006564140319824e-01,-1.266353428363800049e-01,2.883951663970947266e+00,6.037840247154235840e-01,2.067853450775146484e+00,-7.343208789825439453e-01,1.957956003025174141e-03,1.408164054155349731e-01,7.110142707824707031e-01,7.220636606216430664e-01,-9.240056872367858887e-01,1.192744374275207520e+00,3.803238272666931152e-01,1.182587742805480957e+00,-1.531334996223449707e+00,4.515684545040130615e-01,4.331208020448684692e-02,7.000000000000000000e+00
4.889604449272155762e-01,1.039263844490051270e+00,-1.397449851036071777e+00,-3.659217059612274170e-01,-1.367631196975708008e+00,-1.261380791664123535e+00,-2.021518707275390625e+00,1.385335531085729599e-02,-9.141452312469482422e-01,2.500796079635620117e+00,-4.197055995464324951e-01,3.719211518764495850e-01,-3.669332861900329590e-01,1.096411705017089844e+00,9.134039282798767090e-01,7.969381809234619141e-01,4.948564246296882629e-02,-8.148551583290100098e-01,-1.070617288351058960e-01,0.000000000000000000e+00
3.643828868865966797e+00,-9.774546027183532715e-01,-3.514314413070678711e+00,2.413886040449142456e-01,-1.701277852058410645e+00,-9.947080016136169434e-01,-6.000347733497619629e-01,-1.110613584518432617e+00,-4.310123324394226074e-01,-1.005792737007141113e+00,1.184652209281921387e+00,3.745534420013427734e-01,7.342006564140319824e-01,-1.002312183380126953e+00,-6.646010559052228928e-03,1.381297707557678223e+00,-5.713887214660644531e-01,-8.248602747917175293e-01,-1.091105818748474121e+00,0.000000000000000000e+00
-2.502691984176635742e+00,-2.179693460464477539e+00,-1.549132585525512695e+00,-3.806448280811309814e-01,2.545275926589965820e+00,-2.527569532394409180e+00,-1.400212049484252930e+00,-9.680535793304443359e-01,8.902907967567443848e-01,-1.129948735237121582e+00,-9.846119880676269531e-01,-2.628719210624694824e-01,1.375806570053100586e+00,-2.149062007665634155e-01,-1.491606950759887695e+00,3.776398599147796631e-01,3.477259874343872070e-01,-7.621634006500244141e-01,9.396010637283325195e-01,1.000000000000000000e+00
-1.086957573890686035e+00,-2.204457998275756836e+00,3.110690355300903320e+00,5.544293522834777832e-01,-4.207622110843658447e-01,-4.287645816802978516e-01,-2.084505856037139893e-01,-3.289120197296142578e-01,-4.980267286300659180e-01,-6.282790303230285645e-01,9.491547942161560059e-01,-5.422559380531311035e-01,1.256540775299072266e+00,3.734880089759826660e-01,1.457950234413146973e+00,-1.181426644325256348e+00,-9.960671663284301758e-01,1.368901252746582031e+00,1.561403833329677582e-02,3.000000000000000000e+00
4.075819998979568481e-02,-6.993573904037475586e-01,3.343819856643676758e+00,1.422797083854675293e+00,-1.719670295715332031e+00,1.386374711990356445e+00,-6.792457103729248047e-01,3.990825116634368896e-01,-2.576734423637390137e-01,-8.802089095115661621e-01,7.353570461273193359e-01,-1.076334714889526367e+00,-1.084260225296020508e+00,1.825947642326354980e+00,1.004598736763000488e-01,-5.945052504539489746e-01,3.462843224406242371e-02,-4.627022147178649902e-01,-7.387177646160125732e-02,3.000000000000000000e+00
1.575706243515014648e+00,1.856207847595214844e-02,-4.794134616851806641e+00,1.144590020179748535e+00,4.073917865753173828e-01,-3.396251499652862549e-01,-2.900894880294799805e+00,2.479097366333007812e+00,-1.795480400323867798e-01,-1.077082991600036621e+00,-4.490363299846649170e-01,-2.670070171356201172e+00,8.336874842643737793e-01,1.028963178396224976e-01,6.923321485519409180e-01,6.683162450790405273e-01,-2.344503253698348999e-01,2.030252456665039062e+00,9.693278670310974121e-01,0.000000000000000000e+00
-3.237019538879394531e+00,-1.781356573104858398e+00,-6.040799021720886230e-01,-1.792539119720458984e+00,-1.896052002906799316e+00,6.605775356292724609e-01,6.434963941574096680e-01,2.444827556610107422e-02,-3.315100073814392090e-01,1.013360023498535156e+00,6.000477075576782227e-01,-8.009477257728576660e-01,-2.865724861621856689e-01,-4.467940032482147217e-01,-3.329759240150451660e-01,8.036702871322631836e-03,-2.753818929195404053e-01,-5.379218459129333496e-01,-2.844302542507648468e-02,1.000000000000000000e+00
