-1.589490771293640137e+00,-5.911287665367126465e-01,-1.156305432319641113e+00,-1.398748308420181274e-01,-3.972188532352447510e-01,-5.506684780120849609e-01,-2.723756790161132812e+00,6.165423989295959473e-01,-5.527331233024597168e-01,-5.796359777450561523e-01,-1.055200576782226562e+00,-1.764649748802185059e+00,-5.205374360084533691e-01,-7.797895669937133789e-01,1.459131121635437012e+00,-1.641100347042083740e-01,-6.769267916679382324e-01,1.122889757156372070e+00,5.000000000000000000e+00
-2.579781055450439453e+00,-2.913847446441650391e+00,-2.288474559783935547e+00,4.491429626941680908e-01,3.708243370056152344e+00,-1.937482237815856934e+00,-1.075574994087219238e+00,2.478829920291900635e-01,1.355590581893920898e+00,-5.235716104507446289e-01,-7.216473817825317383e-01,7.211950421333312988e-01,7.104168534278869629e-01,2.082409709692001343e-01,-1.059203505516052246e+00,5.695930719375610352e-01,1.116069674491882324e+00,-2.304428629577159882e-02,1.000000000000000000e+00
-2.637714385986328125e+00,-4.864010512828826904e-01,-6.717533469200134277e-01,-1.266260594129562378e-01,2.883897542953491211e+00,6.037143468856811523e-01,2.067808151245117188e+00,-7.343204617500305176e-01,1.985670067369937897e-03,1.406762599945068359e-01,7.107680439949035645e-01,7.216455936431884766e-01,-9.231547713279724121e-01,1.193292140960693359e+00,3.828135132789611816e-01,1.178984642028808594e+00,-1.528955578804016113e+00,4.533811211585998535e-01,7.000000000000000000e+00
4.889603555202484131e-01,1.039271116256713867e+00,-1.397453665733337402e+00,-3.659463226795196533e-01,-1.367666482925415039e+00,-1.261349081993103027e+00,-2.021559238433837891e+00,1.387987006455659866e-02,-9.138955473899841309e-01,2.500384569168090820e+00,-4.196361303329467773e-01,3.690751194953918457e-01,-3.683083653450012207e-01,1.094035863876342773e+00,9.286772012710571289e-01,7.967566847801208496e-01,6.333734095096588135e-02,-7.812894582748413086e-01,0.000000000000000000e+00
3.643831729888916016e+00,-9.774556756019592285e-01,-3.514312028884887695e+00,2.413921803236007690e-01,-1.701292157173156738e+00,-9.946971535682678223e-01,-6.000944972038269043e-01,-1.110623717308044434e+00,-4.307363331317901611e-01,-1.006026625633239746e+00,1.184164047241210938e+00,3.741624951362609863e-01,7.329038381576538086e-01,-1.004696011543273926e+00,1.166972052305936813e-02,1.371465206146240234e+00,-5.676148533821105957e-01,-7.983817458152770996e-01,0.000000000000000000e+00
-2.502694129943847656e+00,-2.179696559906005859e+00,-1.549135327339172363e+00,-3.806419372558593750e-01,2.545284748077392578e+00,-2.527565717697143555e+00,-1.400241851806640625e+00,-9.680141210556030273e-01,8.903202414512634277e-01,-1.130073904991149902e+00,-9.850210547447204590e-01,-2.640205323696136475e-01,1.374748706817626953e+00,-2.166577577590942383e-01,-1.494750618934631348e+00,3.824399113655090332e-01,3.530734181404113770e-01,-7.445672750473022461e-01,1.000000000000000000e+00
-1.086958050727844238e+00,-2.204463005065917969e+00,3.110691547393798828e+00,5.544260144233703613e-01,-4.207739830017089844e-01,-4.287722408771514893e-01,-2.084592133760452271e-01,-3.289228975772857666e-01,-4.978876113891601562e-01,-6.283702850341796875e-01,9.484813809394836426e-01,-5.425063371658325195e-01,1.255616068840026855e+00,3.725708127021789551e-01,1.464006304740905762e+00,-1.186638951301574707e+00,-9.970775842666625977e-01,1.376610875129699707e+00,3.000000000000000000e+00
4.075839370489120483e-02,-6.993589997291564941e-01,3.343823432922363281e+00,1.422791719436645508e+00,-1.719675898551940918e+00,1.386369109153747559e+00,-6.792353391647338867e-01,3.991115689277648926e-01,-2.575471699237823486e-01,-8.803693056106567383e-01,7.363126873970031738e-01,-1.078904151916503906e+00,-1.086078286170959473e+00,1.822101950645446777e+00,1.036926731467247009e-01,-5.858830213546752930e-01,3.938683867454528809e-02,-4.395232200622558594e-01,3.000000000000000000e+00
1.575708508491516113e+00,1.856331340968608856e-02,-4.794133663177490234e+00,1.144595146179199219e+00,4.074015021324157715e-01,-3.396047651767730713e-01,-2.900893688201904297e+00,2.479061365127563477e+00,-1.796632707118988037e-01,-1.076580643653869629e+00,-4.482100903987884521e-01,-2.668000221252441406e+00,8.330557346343994141e-01,1.033229082822799683e-01,6.863899230957031250e-01,6.728841662406921387e-01,-2.500801086425781250e-01,2.010919570922851562e+00,0.000000000000000000e+00
-3.237022876739501953e+00,-1.781360149383544922e+00,-6.040840148925781250e-01,-1.792539834976196289e+00,-1.896058678627014160e+00,6.605665087699890137e-01,6.434962153434753418e-01,2.447594143450260162e-02,-3.314523100852966309e-01,1.013173341751098633e+00,6.000293493270874023e-01,-8.023437857627868652e-01,-2.868879139423370361e-01,-4.476268589496612549e-01,-3.305862545967102051e-01,1.082456111907958984e-02,-2.694206833839416504e-01,-5.260090231895446777e-01,1.000000000000000000e+00
-2.081615447998046875e+00,3.220605134963989258e+00,-1.108778342604637146e-01,1.352657079696655273e-01,5.607000589370727539e-01,2.156236171722412109e+00,1.094274282455444336e+00,-1.515637278556823730e+00,-2.338204532861709595e-02,-2.531419992446899414e-01,-4.902124404907226562e-01,7.860116958618164062e-01,-2.397053986787796021e-01,5.348595976829528809e-01,1.061876773834228516e+00,1.317568898200988770e+00,-3.934984207153320312e-01,-6.848717927932739258e-01,7.000000000000000000e+00
-1.141156196594238281e+00,1.483446359634399414e+00,-1.836521267890930176e+00,1.818403601646423340e-01,2.868027687072753906e+00,4.585166573524475098e-01,1.145559668540954590e+00,-1.905880212783813477e+00,-1.007378771901130676e-01,-3.075144886970520020e-01,3.581236004829406738e-01,-1.182277441024780273e+00,-1.052254438400268555e+00,2.076435804367065430e+00,-1.519835233688354492e+00,6.556543111801147461e-01,-6.450862884521484375e-01,1.830764412879943848e-01,7.000000000000000000e+00
4.543775558471679688e+00,-7.845404744148254395e-01,-1.199256420135498047e+00,-1.742281317710876465e+00,-5.315803885459899902e-01,-1.223595976829528809e+00,1.973250627517700195e+00,-5.489035248756408691e-01,-7.814956903457641602e-01,-2.082127571105957031e+00,1.266787409782409668e+00,2.204006671905517578e+00,1.389182686805725098e+00,-9.542818665504455566e-01,-6.732686161994934082e-01,9.349004626274108887e-01,-9.990748763084411621e-01,6.043148636817932129e-01,0.000000000000000000e+00
1.490246653556823730e+00,7.026344537734985352e-01,5.022978186607360840e-01,1.240637898445129395e+00,-7.643501758575439453e-01,-6.739345192909240723e-01,-1.078403830528259277e+00,1.078534871339797974e-01,-1.232148289680480957e+00,1.916740894317626953e+00,8.961780667304992676e-01,4.013045132160186768e-01,1.779227256774902344e+00,2.288133859634399414e+00,7.159027736634016037e-03,1.302596330642700195e+00,3.443987667560577393e-02,-7.730785012245178223e-02,0.000000000000000000e+00
2.207136154174804688e+00,-1.616160631179809570e+00,2.382081270217895508e+00,-1.649245619773864746e+00,1.796502351760864258e+00,4.898158311843872070e-01,1.385066032409667969e+00,4.654972851276397705e-01,-1.038791179656982422e+00,-8.331248760223388672e-01,-8.472546935081481934e-01,-2.175548076629638672e+00,2.090858966112136841e-01,-1.065867900848388672e+00,9.714153409004211426e-01,1.741899132728576660e+00,1.911803722381591797e+00,9.401009082794189453e-01,5.000000000000000000e+00
-2.720873832702636719e+00,-8.416545391082763672e-01,-1.541353344917297363e+00,-5.180117487907409668e-01,3.584880828857421875e+00,-8.575475811958312988e-01,-4.425416588783264160e-01,-1.619078516960144043e+00,-1.276758015155792236e-01,-6.130159497261047363e-01,-6.712440848350524902e-01,-3.645713031291961670e-01,2.388164103031158447e-01,8.839098215103149414e-01,-1.276679396629333496e+00,-8.875764161348342896e-02,-4.516749083995819092e-01,-1.089626923203468323e-01,1.000000000000000000e+00
-2.665655612945556641e+00,-4.903992116451263428e-01,1.080482363700866699e+00,2.872386574745178223e-02,-3.307090044021606445e+00,4.482468962669372559e-01,3.429326117038726807e-01,1.292203307151794434e+00,1.002653241157531738e+00,-7.306061983108520508e-01,-4.138956964015960693e-01,-1.187406420707702637e+00,6.412791460752487183e-02,7.232590913772583008e-01,-2.097696065902709961e+00,-3.254697620868682861e-01,-2.759176790714263916e-01,5.169773101806640625e-01,1.000000000000000000e+00
2.366642236709594727e+00,4.002991616725921631e-01,-1.749271154403686523e+00,-4.124410152435302734e+00,-3.620605766773223877e-01,1.223032400012016296e-01,7.130914330482482910e-01,-4.205763041973114014e-01,2.041509389877319336e+00,-1.330286145210266113e+00,-5.147230625152587891e-01,-1.337979584932327271e-01,-1.228350758552551270e+00,6.417605876922607422e-01,1.067689538002014160e+00,4.557742774486541748e-01,-8.100429773330688477e-01,-1.430000305175781250e+00,0.000000000000000000e+00
1.031591415405273438e+00,-2.912312269210815430e+00,6.088109016418457031e-01,1.041681170463562012e+00,-1.436479210853576660e+00,-3.006511628627777100e-01,-1.200531482696533203e+00,-1.880600214004516602e+00,1.614420488476753235e-02,5.777903199195861816e-01,-6.090288050472736359e-03,1.909586936235427856e-01,-1.237394332885742188e+00,6.107906810939311981e-03,-8.937444686889648438e-01,4.686985611915588379e-01,1.466834545135498047e+00,-8.783555030822753906e-01,5.000000000000000000e+00
