-3.151034593582153320e+00,-7.847459912300109863e-01,9.348035454750061035e-01,-1.812057375907897949e+00,-1.222378015518188477e+00,-9.446281790733337402e-01,1.575266003608703613e+00,4.952687919139862061e-01,-1.393356084823608398e+00,9.986076503992080688e-02,-6.727571487426757812e-01,-2.797857522964477539e-01,1.000000000000000000e+00
1.637636274099349976e-01,4.036219418048858643e-01,1.022520661354064941e+00,-8.681293725967407227e-01,-3.896447718143463135e-01,-1.691085696220397949e+00,-5.951418280601501465e-01,-1.872394561767578125e+00,-1.683897078037261963e-01,-1.463188886642456055e+00,1.186005592346191406e+00,7.824924588203430176e-01,0.000000000000000000e+00
9.123167395591735840e-01,-1.665473222732543945e+00,3.333481788635253906e+00,-2.577029168605804443e-01,-3.847645819187164307e-01,-5.169379711151123047e-01,-1.570750176906585693e-01,-5.015380382537841797e-01,-1.428798198699951172e+00,-5.847172141075134277e-01,1.705799065530300140e-02,-2.634519934654235840e-01,5.000000000000000000e+00
-1.133445739746093750e+00,2.779462575912475586e+00,-6.422964930534362793e-01,-4.609296156559139490e-04,-7.677483558654785156e-01,1.393129229545593262e+00,5.819759368896484375e-01,-1.978418111801147461e+00,-1.727918148040771484e+00,-7.860556244850158691e-01,-1.476674795150756836e+00,2.965651154518127441e-01,7.000000000000000000e+00
2.056469202041625977e+00,-1.159291267395019531e+00,4.009094715118408203e+00,-6.237037181854248047e-01,-8.292785286903381348e-01,1.777305841445922852e+00,-1.492389917373657227e+00,-1.220916867256164551e+00,-2.894747555255889893e-01,-8.901637792587280273e-01,-1.060479879379272461e+00,8.945617079734802246e-02,5.000000000000000000e+00
-2.299767255783081055e+00,-1.408183932304382324e+00,1.084461808204650879e+00,-8.481315374374389648e-01,-1.043682456016540527e+00,4.504017829895019531e-01,2.026182174682617188e+00,9.292733073234558105e-01,-2.124645709991455078e+00,1.674661636352539062e-01,2.486719787120819092e-01,2.967038452625274658e-01,1.000000000000000000e+00
2.675262451171875000e+00,-1.643615722656250000e+00,-5.169863700866699219e+00,3.594375848770141602e+00,2.931466102600097656e-01,-1.873522043228149414e+00,3.149493932723999023e-01,1.210777312517166138e-01,-1.058769106864929199e+00,6.302209496498107910e-01,-7.584494352340698242e-01,-5.832017213106155396e-02,2.000000000000000000e+00
7.685565352439880371e-01,-4.419988095760345459e-01,2.847292184829711914e+00,-1.211308389902114868e-01,-1.054184794425964355e+00,-1.581741213798522949e+00,-1.941008567810058594e+00,-4.427615404129028320e-01,-1.146865129470825195e+00,-6.564882993698120117e-01,-2.199064791202545166e-01,1.163679718971252441e+00,5.000000000000000000e+00
8.045612335205078125e+00,1.585073173046112061e-01,-6.387662291526794434e-01,-2.082525968551635742e+00,-1.774783015251159668e+00,3.002670049667358398e+00,-7.198137044906616211e-01,2.394305229187011719e+00,2.726899087429046631e-01,2.576638698577880859e+00,-5.052727460861206055e-01,-7.054623961448669434e-01,0.000000000000000000e+00
-2.850521564483642578e+00,-3.379647254943847656e+00,-2.377079248428344727e+00,6.725189089775085449e-01,1.233461126685142517e-01,4.763649404048919678e-01,-2.383913755416870117e+00,3.825048357248306274e-02,1.884452700614929199e+00,1.243153810501098633e+00,7.726848125457763672e-01,5.178965330123901367e-01,1.000000000000000000e+00
