-3.151016950607299805e+00,-7.847375869750976562e-01,9.347963929176330566e-01,-1.812048673629760742e+00,-1.222387671470642090e+00,-9.449066519737243652e-01,1.575319051742553711e+00,4.954459369182586670e-01,-1.394252896308898926e+00,9.944643080234527588e-02,-6.757572889328002930e-01,1.000000000000000000e+00
1.637593954801559448e-01,4.035883843898773193e-01,1.022511601448059082e+00,-8.681159615516662598e-01,-3.896611928939819336e-01,-1.691195368766784668e+00,-5.954000949859619141e-01,-1.872256398200988770e+00,-1.690519601106643677e-01,-1.466509103775024414e+00,1.184357523918151855e+00,0.000000000000000000e+00
9.123177528381347656e-01,-1.665474295616149902e+00,3.333518028259277344e+00,-2.577015757560729980e-01,-3.847530484199523926e-01,-5.167937278747558594e-01,-1.569877862930297852e-01,-5.014811754226684570e-01,-1.428143978118896484e+00,-5.856643319129943848e-01,1.757769659161567688e-02,5.000000000000000000e+00
-1.133446455001831055e+00,2.779461860656738281e+00,-6.422978043556213379e-01,-4.985961131751537323e-04,-7.677746415138244629e-01,1.393068790435791016e+00,5.822111368179321289e-01,-1.978116869926452637e+00,-1.728118658065795898e+00,-7.875415086746215820e-01,-1.477982044219970703e+00,7.000000000000000000e+00
2.056471347808837891e+00,-1.159292459487915039e+00,4.009093761444091797e+00,-6.237189769744873047e-01,-8.292886614799499512e-01,1.777454614639282227e+00,-1.492737650871276855e+00,-1.221248626708984375e+00,-2.891370356082916260e-01,-8.936670422554016113e-01,-1.060706257820129395e+00,5.000000000000000000e+00
-2.299766778945922852e+00,-1.408184409141540527e+00,1.084459543228149414e+00,-8.481283187866210938e-01,-1.043705224990844727e+00,4.504182934761047363e-01,2.026262760162353516e+00,9.295653104782104492e-01,-2.124219894409179688e+00,1.649297028779983521e-01,2.472266256809234619e-01,1.000000000000000000e+00
2.675262212753295898e+00,-1.643614768981933594e+00,-5.169858455657958984e+00,3.594390392303466797e+00,2.931282520294189453e-01,-1.873510122299194336e+00,3.148274123668670654e-01,1.215683445334434509e-01,-1.058138966560363770e+00,6.261847019195556641e-01,-7.601961493492126465e-01,2.000000000000000000e+00
7.685568332672119141e-01,-4.419993162155151367e-01,2.847288131713867188e+00,-1.211475729942321777e-01,-1.054171442985534668e+00,-1.581508636474609375e+00,-1.941023945808410645e+00,-4.428384006023406982e-01,-1.145956516265869141e+00,-6.546700000762939453e-01,-2.169632613658905029e-01,5.000000000000000000e+00
8.045617103576660156e+00,1.585035175085067749e-01,-6.387759447097778320e-01,-2.082527399063110352e+00,-1.774767994880676270e+00,3.002776622772216797e+00,-7.198851108551025391e-01,2.394249439239501953e+00,2.732771933078765869e-01,2.575533390045166016e+00,-5.043854117393493652e-01,0.000000000000000000e+00
-2.850522279739379883e+00,-3.379644870758056641e+00,-2.377079963684082031e+00,6.725185513496398926e-01,1.233489885926246643e-01,4.764438271522521973e-01,-2.383609533309936523e+00,3.816730901598930359e-02,1.884215354919433594e+00,1.245625615119934082e+00,7.727968096733093262e-01,1.000000000000000000e+00
4.132171154022216797e+00,-4.602947458624839783e-02,-3.180628061294555664e+00,3.203171491622924805e+00,-1.390732765197753906e+00,-1.440780758857727051e+00,8.033373355865478516e-01,6.361612677574157715e-01,-1.819325923919677734e+00,2.478097230195999146e-01,-1.555718421936035156e+00,2.000000000000000000e+00
-1.667227864265441895e+00,8.465136289596557617e-01,8.069258928298950195e-01,-1.473220825195312500e+00,1.210497140884399414e+00,1.128272190690040588e-01,-7.183124423027038574e-01,4.212637841701507568e-01,-8.882486224174499512e-01,7.030691504478454590e-01,7.392642498016357422e-01,3.000000000000000000e+00
9.598279744386672974e-02,1.093810200691223145e+00,4.917621612548828125e-01,-2.173192262649536133e+00,1.782288908958435059e+00,-1.165930390357971191e+00,-1.933332085609436035e+00,8.148561120033264160e-01,-2.141544580459594727e+00,2.567512989044189453e-01,6.154994964599609375e-01,5.000000000000000000e+00
1.002320766448974609e+00,-2.567974090576171875e+00,4.448929309844970703e+00,-7.473275810480117798e-02,1.715095043182373047e+00,6.736353635787963867e-01,1.292382832616567612e-02,2.953614294528961182e-01,9.303632974624633789e-01,-1.659587025642395020e+00,-3.107101678848266602e+00,3.000000000000000000e+00
-4.702898263931274414e-01,2.608834505081176758e+00,2.942503690719604492e+00,1.306669592857360840e+00,9.866831898689270020e-01,-1.728466153144836426e+00,-9.995515346527099609e-01,1.898112773895263672e+00,7.936527729034423828e-01,2.196081161499023438e+00,6.800652742385864258e-01,9.000000000000000000e+00
3.320145308971405029e-01,-4.745607376098632812e+00,3.103125095367431641e-01,2.982212066650390625e+00,4.626257717609405518e-01,2.086659431457519531e+00,-2.169426530599594116e-01,-3.832738697528839111e-01,-1.688395440578460693e-01,4.948790371417999268e-01,1.911516189575195312e+00,2.000000000000000000e+00
