-3.151002883911132812e+00,-7.847161889076232910e-01,9.348513484001159668e-01,-1.812027454376220703e+00,-1.222382307052612305e+00,-9.445711374282836914e-01,1.574628233909606934e+00,1.000000000000000000e+00
1.637581884860992432e-01,4.035800993442535400e-01,1.022537112236022949e+00,-8.681330680847167969e-01,-3.896355330944061279e-01,-1.690833926200866699e+00,-5.952962040901184082e-01,0.000000000000000000e+00
9.123166799545288086e-01,-1.665472626686096191e+00,3.333491802215576172e+00,-2.576789557933807373e-01,-3.847625255584716797e-01,-5.169199705123901367e-01,-1.566248238086700439e-01,5.000000000000000000e+00
-1.133446335792541504e+00,2.779459476470947266e+00,-6.422879099845886230e-01,-4.788925289176404476e-04,-7.677823901176452637e-01,1.393229842185974121e+00,5.814675092697143555e-01,7.000000000000000000e+00
2.056469202041625977e+00,-1.159289836883544922e+00,4.009087562561035156e+00,-6.237018704414367676e-01,-8.292787671089172363e-01,1.777416229248046875e+00,-1.493442535400390625e+00,5.000000000000000000e+00
-2.299763441085815430e+00,-1.408186554908752441e+00,1.084467053413391113e+00,-8.481245636940002441e-01,-1.043700695037841797e+00,4.504781961441040039e-01,2.026421785354614258e+00,1.000000000000000000e+00
2.675260305404663086e+00,-1.643610000610351562e+00,-5.169861316680908203e+00,3.594347953796386719e+00,2.931879460811614990e-01,-1.873494863510131836e+00,3.162683546543121338e-01,2.000000000000000000e+00
7.685559988021850586e-01,-4.419989585876464844e-01,2.847296953201293945e+00,-1.211169734597206116e-01,-1.054229021072387695e+00,-1.581977009773254395e+00,-1.940483331680297852e+00,5.000000000000000000e+00
8.045609474182128906e+00,1.585077643394470215e-01,-6.387732028961181641e-01,-2.082522630691528320e+00,-1.774781346321105957e+00,3.002625226974487305e+00,-7.189894914627075195e-01,0.000000000000000000e+00
-2.850517988204956055e+00,-3.379646301269531250e+00,-2.377084016799926758e+00,6.725172996520996094e-01,1.233555749058723450e-01,4.763098955154418945e-01,-2.384044885635375977e+00,1.000000000000000000e+00
4.132165908813476562e+00,-4.602737352252006531e-02,-3.180626869201660156e+00,3.203164100646972656e+00,-1.390693068504333496e+00,-1.440598607063293457e+00,8.032380938529968262e-01,2.000000000000000000e+00
-1.667225956916809082e+00,8.465126156806945801e-01,8.069276809692382812e-01,-1.473218560218811035e+00,1.210492610931396484e+00,1.130392551422119141e-01,-7.191380262374877930e-01,3.000000000000000000e+00
9.598222374916076660e-02,1.093811988830566406e+00,4.917580187320709229e-01,-2.173199415206909180e+00,1.782272338867187500e+00,-1.166004180908203125e+00,-1.933181524276733398e+00,5.000000000000000000e+00
1.002320528030395508e+00,-2.567968845367431641e+00,4.448920726776123047e+00,-7.475338876247406006e-02,1.715106964111328125e+00,6.731598377227783203e-01,1.464023347944021225e-02,3.000000000000000000e+00
-4.702911972999572754e-01,2.608833312988281250e+00,2.942505836486816406e+00,1.306646823883056641e+00,9.867481589317321777e-01,-1.728099584579467773e+00,-1.000913381576538086e+00,9.000000000000000000e+00
3.320159614086151123e-01,-4.745605468750000000e+00,3.103082776069641113e-01,2.982208251953125000e+00,4.626167714595794678e-01,2.086630821228027344e+00,-2.157556116580963135e-01,2.000000000000000000e+00
3.191845178604125977e+00,-1.786543846130371094e+00,-1.597339868545532227e+00,3.704960346221923828e-01,-2.433191798627376556e-02,-5.975774526596069336e-01,7.885695695877075195e-01,2.000000000000000000e+00
-3.592755496501922607e-01,-2.697978913784027100e-01,-1.877648115158081055e+00,3.498509645462036133e+00,5.646242499351501465e-01,1.677873432636260986e-01,-2.620234489440917969e+00,7.000000000000000000e+00
4.414858222007751465e-01,-6.769315004348754883e-01,-1.531117916107177734e+00,-9.225088953971862793e-01,1.577668190002441406e+00,-2.064445257186889648e+00,1.625355958938598633e+00,5.000000000000000000e+00
3.308642148971557617e+00,8.572442084550857544e-02,8.482855558395385742e-01,-2.165368318557739258e+00,-2.781727552413940430e+00,3.500714302062988281e-01,-2.410212755203247070e+00,0.000000000000000000e+00
5.787005424499511719e-01,-1.435865163803100586e+00,3.388620615005493164e+00,-1.018901824951171875e+00,1.899172544479370117e+00,-1.320199370384216309e-01,8.565167188644409180e-01,3.000000000000000000e+00
-9.656279087066650391e-01,3.138225793838500977e+00,-4.258183240890502930e-01,2.501347541809082031e+00,1.373438358306884766e+00,4.352550506591796875e+00,9.447916746139526367e-01,7.000000000000000000e+00
-3.443910598754882812e+00,-6.295272707939147949e-01,2.299020588397979736e-01,-2.466239929199218750e+00,4.706194158643484116e-03,8.223389387130737305e-01,1.191493153572082520e+00,1.000000000000000000e+00
-1.625956416130065918e+00,2.437916040420532227e+00,-1.512787461280822754e+00,-6.514798998832702637e-01,2.952238917350769043e-01,1.675020694732666016e+00,-2.748647928237915039e-01,7.000000000000000000e+00
-3.327189683914184570e+00,-2.385096073150634766e+00,-1.386402249336242676e+00,-7.227473706007003784e-02,-6.950058937072753906e-01,5.329155921936035156e-01,-2.373205661773681641e+00,1.000000000000000000e+00
-1.373618483543395996e+00,1.665139555931091309e+00,2.471481561660766602e+00,1.920039057731628418e+00,-4.404512941837310791e-01,-1.871308088302612305e+00,-1.218037009239196777e+00,9.000000000000000000e+00
-6.337424516677856445e-01,2.018671512603759766e+00,9.994768500328063965e-01,5.545333623886108398e-01,1.828815639019012451e-01,1.092928409576416016e+00,1.912459015846252441e+00,7.000000000000000000e+00
2.870201110839843750e+00,-4.182434558868408203e+00,1.030914664268493652e+00,1.885679811239242554e-01,2.473534822463989258e+00,1.684424042701721191e+00,1.352844238281250000e+00,3.000000000000000000e+00
8.613408207893371582e-01,-2.040031738579273224e-02,-3.532096385955810547e+00,-1.149873137474060059e+00,-9.454163312911987305e-01,-1.412240386009216309e+00,5.856878757476806641e-01,0.000000000000000000e+00
-1.431209683418273926e+00,3.241204738616943359e+00,4.534204602241516113e-01,2.804181277751922607e-01,1.114904880523681641e+00,-2.668364048004150391e+00,3.121254146099090576e-01,9.000000000000000000e+00
-6.743769645690917969e-01,-1.415962457656860352e+00,-8.132656663656234741e-02,1.242952227592468262e+00,-1.131208300590515137e+00,-4.356278106570243835e-02,8.545390963554382324e-01,2.000000000000000000e+00
-1.675768941640853882e-01,-1.481695890426635742e+00,2.606367588043212891e+00,-1.104541301727294922e+00,-6.367136836051940918e-01,-1.882918626070022583e-01,1.580835103988647461e+00,3.000000000000000000e+00
8.959106802940368652e-01,5.738646984100341797e-01,-1.137530684471130371e+00,-1.961094379425048828e+00,1.496846079826354980e+00,-4.811828434467315674e-01,-1.510946989059448242e+00,5.000000000000000000e+00
7.553266882896423340e-01,-1.593851804733276367e+00,3.725526809692382812e+00,3.073896281421184540e-02,4.576636254787445068e-01,-3.401916325092315674e-01,-1.042491078376770020e+00,5.000000000000000000e+00
-1.836920380592346191e+00,3.570916414260864258e+00,-9.444904923439025879e-01,1.440295577049255371e-01,2.237225919961929321e-01,2.789047002792358398e+00,-1.779096722602844238e-01,7.000000000000000000e+00
-1.266778260469436646e-01,4.068785607814788818e-01,4.959961891174316406e+00,2.633879661560058594e+00,3.883567452430725098e-01,9.229510426521301270e-01,1.366118431091308594e+00,3.000000000000000000e+00
-1.937788605690002441e+00,2.772620320320129395e-01,-2.196276426315307617e+00,1.737784862518310547e+00,-5.476278662681579590e-01,1.341006517410278320e+00,-1.042879581451416016e+00,7.000000000000000000e+00
4.164672642946243286e-02,6.022182703018188477e-01,-2.081076383590698242e+00,-1.839568614959716797e+00,1.560019850730895996e-01,-9.254177212715148926e-01,-1.322560191154479980e+00,5.000000000000000000e+00
4.254934489727020264e-01,-1.553412079811096191e+00,2.153255462646484375e+00,3.378647089004516602e+00,2.634378671646118164e-01,2.226782560348510742e+00,2.731336355209350586e-01,2.000000000000000000e+00
5.958952426910400391e+00,-1.099358052015304565e-01,-3.050682783126831055e+00,-3.829234123229980469e+00,1.654123306274414062e+00,-1.095390558242797852e+00,1.150766730308532715e+00,0.000000000000000000e+00
3.253257513046264648e+00,-2.016301155090332031e+00,2.568734884262084961e+00,3.142786979675292969e+00,2.972849607467651367e+00,1.340024232864379883e+00,-2.695601224899291992e+00,3.000000000000000000e+00
8.164349198341369629e-01,-2.509944200515747070e+00,3.207641839981079102e+00,-1.005459666252136230e+00,8.773051202297210693e-02,2.026387602090835571e-01,1.578428268432617188e+00,3.000000000000000000e+00
5.474387168884277344e+00,5.753814429044723511e-02,-4.106893539428710938e+00,-2.459138870239257812e+00,1.771034479141235352e+00,-4.051175117492675781e-01,3.092710077762603760e-01,0.000000000000000000e+00
-9.075924158096313477e-01,-3.716279268264770508e-01,-2.531811952590942383e+00,-2.237566709518432617e+00,-1.779751032590866089e-01,1.837961822748184204e-01,4.377148747444152832e-01,5.000000000000000000e+00
