-3.150991916656494141e+00,-7.847378253936767578e-01,9.348239898681640625e-01,1.000000000000000000e+00
1.637589782476425171e-01,4.035894870758056641e-01,1.022431254386901855e+00,0.000000000000000000e+00
9.123156070709228516e-01,-1.665473341941833496e+00,3.333458185195922852e+00,5.000000000000000000e+00
-1.133441925048828125e+00,2.779464483261108398e+00,-6.422091722488403320e-01,7.000000000000000000e+00
2.056471824645996094e+00,-1.159289240837097168e+00,4.009163379669189453e+00,5.000000000000000000e+00
-2.299766063690185547e+00,-1.408175468444824219e+00,1.084487318992614746e+00,1.000000000000000000e+00
2.675258159637451172e+00,-1.643617749214172363e+00,-5.169808864593505859e+00,2.000000000000000000e+00
7.685604095458984375e-01,-4.419814944267272949e-01,2.847489118576049805e+00,5.000000000000000000e+00
8.045613288879394531e+00,1.584934741258621216e-01,-6.388469338417053223e-01,0.000000000000000000e+00
-2.850525140762329102e+00,-3.379645586013793945e+00,-2.377098560333251953e+00,1.000000000000000000e+00
4.132170677185058594e+00,-4.602403566241264343e-02,-3.180498600006103516e+00,2.000000000000000000e+00
-1.667227149009704590e+00,8.465136885643005371e-01,8.069273829460144043e-01,3.000000000000000000e+00
9.598118811845779419e-02,1.093804836273193359e+00,4.916182160377502441e-01,5.000000000000000000e+00
1.002320408821105957e+00,-2.567967176437377930e+00,4.449034214019775391e+00,3.000000000000000000e+00
-4.702888727188110352e-01,2.608829975128173828e+00,2.942498445510864258e+00,9.000000000000000000e+00
3.320050239562988281e-01,-4.745615482330322266e+00,3.100768327713012695e-01,2.000000000000000000e+00
3.191847085952758789e+00,-1.786538481712341309e+00,-1.597221374511718750e+00,2.000000000000000000e+00
-3.592745661735534668e-01,-2.697881162166595459e-01,-1.877589702606201172e+00,7.000000000000000000e+00
4.414851069450378418e-01,-6.769329905509948730e-01,-1.531063675880432129e+00,5.000000000000000000e+00
3.308641433715820312e+00,8.570653945207595825e-02,8.481456637382507324e-01,0.000000000000000000e+00
5.786988139152526855e-01,-1.435875892639160156e+00,3.388631582260131836e+00,3.000000000000000000e+00
-9.656229615211486816e-01,3.138230800628662109e+00,-4.257079064846038818e-01,7.000000000000000000e+00
-3.443911075592041016e+00,-6.295201778411865234e-01,2.300290763378143311e-01,1.000000000000000000e+00
-1.625956892967224121e+00,2.437911987304687500e+00,-1.512903213500976562e+00,7.000000000000000000e+00
