-2.098153829574584961e+00,3.831458568572998047e+00,-2.004039436578750610e-01,4.362251281738281250e+00,1.021112799644470215e+00,2.047374248504638672e+00,7.000000000000000000e+00
6.537187099456787109e-01,-4.028174877166748047e+00,2.527889013290405273e+00,7.713806033134460449e-01,-4.354402124881744385e-01,6.801571249961853027e-01,3.000000000000000000e+00
-1.747830271720886230e+00,-2.740088939666748047e+00,-1.619476795196533203e+00,2.300073206424713135e-01,6.993402838706970215e-01,3.473353385925292969e-01,5.000000000000000000e+00
8.403409719467163086e-01,-1.259879231452941895e+00,1.519596576690673828e+00,-1.152681946754455566e+00,6.726411581039428711e-01,2.249797582626342773e+00,3.000000000000000000e+00
-3.104753255844116211e+00,-8.347826600074768066e-01,7.206842899322509766e-01,-3.830347359180450439e-01,-9.869364649057388306e-02,-6.716334819793701172e-01,7.000000000000000000e+00
1.079270720481872559e+00,-5.224757790565490723e-01,1.395613551139831543e+00,-1.676115870475769043e+00,6.595054864883422852e-01,1.641524910926818848e+00,3.000000000000000000e+00
-1.274353623390197754e+00,2.017207622528076172e+00,-2.200302839279174805e+00,-1.736747324466705322e-01,1.203078150749206543e+00,-7.185435295104980469e-01,5.000000000000000000e+00
-1.828452050685882568e-01,-2.000066518783569336e+00,8.503125309944152832e-01,1.366156339645385742e-01,3.046389341354370117e+00,-1.098721027374267578e+00,5.000000000000000000e+00
-3.766546010971069336e+00,8.579774498939514160e-01,8.158185482025146484e-01,-1.071281790733337402e+00,-9.434033036231994629e-01,7.414970397949218750e-01,7.000000000000000000e+00
1.650843739509582520e+00,-3.269643068313598633e+00,-8.224909901618957520e-01,3.203124761581420898e+00,-1.229851126670837402e+00,9.937053322792053223e-01,3.000000000000000000e+00
1.819690465927124023e+00,-4.751106798648834229e-01,-1.454389393329620361e-01,-1.005348920822143555e+00,-1.218671321868896484e+00,2.120868921279907227e+00,3.000000000000000000e+00
-2.842298746109008789e+00,1.284854173660278320e+00,-2.125662326812744141e+00,-1.370762735605239868e-01,7.032217383384704590e-01,-4.066275060176849365e-01,3.000000000000000000e+00
-7.732511162757873535e-01,-1.956704139709472656e+00,-1.821395754814147949e+00,1.548839211463928223e+00,-1.359601259231567383e+00,-3.039426803588867188e-01,3.000000000000000000e+00
6.266242861747741699e-01,8.169811964035034180e-01,-1.728197097778320312e+00,-2.371107816696166992e+00,-9.759061783552169800e-02,1.477784752845764160e+00,3.000000000000000000e+00
-2.358977794647216797e+00,-2.731520175933837891e+00,-2.569343566894531250e+00,-1.185634806752204895e-01,1.558156847953796387e+00,-1.460981249809265137e+00,5.000000000000000000e+00
-1.791562914848327637e+00,-2.997212409973144531e-01,-1.878393888473510742e+00,-1.498665332794189453e+00,3.065377950668334961e+00,4.198153316974639893e-02,5.000000000000000000e+00
9.507446885108947754e-01,-6.616395115852355957e-01,6.502099633216857910e-01,-5.981385707855224609e-01,-8.526684045791625977e-01,2.523783683776855469e+00,3.000000000000000000e+00
3.302201747894287109e+00,3.999230146408081055e+00,1.075677946209907532e-01,1.457089304924011230e+00,1.402370780706405640e-01,-2.594292163848876953e+00,3.000000000000000000e+00
-3.781038761138916016e+00,8.714395761489868164e-01,2.153957843780517578e+00,-1.596014261245727539e+00,-1.796009063720703125e+00,-1.003657221794128418e+00,7.000000000000000000e+00
2.743920326232910156e+00,-8.808653354644775391e-01,4.984103739261627197e-01,1.396389454603195190e-01,-1.754945516586303711e-01,2.001324415206909180e+00,3.000000000000000000e+00
-2.257187843322753906e+00,-2.128459453582763672e+00,-3.680032730102539062e+00,-3.116814494132995605e-01,-2.543530762195587158e-01,-6.308115124702453613e-01,5.000000000000000000e+00
2.624862670898437500e+00,1.019189476966857910e+00,-9.444937109947204590e-01,1.360244870185852051e+00,-1.274789720773696899e-01,2.160051017999649048e-01,3.000000000000000000e+00
4.088762283325195312e+00,1.871152043342590332e+00,-1.328102111816406250e+00,2.606032133102416992e+00,-5.118916034698486328e-01,-2.027831792831420898e+00,5.000000000000000000e+00
2.800963163375854492e+00,-2.066488981246948242e+00,2.589224874973297119e-01,3.226775407791137695e+00,-6.824487447738647461e-01,1.037967085838317871e+00,3.000000000000000000e+00
4.517562389373779297e+00,2.279704809188842773e+00,-3.031465709209442139e-01,-1.031642794609069824e+00,-6.968478560447692871e-01,-9.812113046646118164e-01,3.000000000000000000e+00
-2.207188367843627930e+00,-1.968506574630737305e+00,-3.253567695617675781e+00,1.934841722249984741e-01,9.813375473022460938e-01,2.674624919891357422e-01,5.000000000000000000e+00
-1.507103443145751953e+00,2.130945026874542236e-01,-1.011764287948608398e+00,-1.120082736015319824e+00,5.793899893760681152e-01,8.473933339118957520e-01,7.000000000000000000e+00
-3.020895242691040039e+00,5.330401659011840820e-02,4.618769586086273193e-01,-1.585311174392700195e+00,-1.644480347633361816e+00,4.494181647896766663e-02,7.000000000000000000e+00
-3.033545970916748047e+00,7.213397622108459473e-01,1.826151251792907715e+00,-4.393838942050933838e-01,-5.131505727767944336e-01,7.259450554847717285e-01,7.000000000000000000e+00
9.803184866905212402e-01,2.881718158721923828e+00,3.107968807220458984e+00,-1.094135046005249023e+00,7.806965112686157227e-01,-5.377190113067626953e-01,3.000000000000000000e+00
1.225349187850952148e+00,1.258117437362670898e+00,-3.631123006343841553e-01,-2.172058582305908203e+00,2.091328144073486328e+00,-2.107887506484985352e+00,5.000000000000000000e+00
-3.801090478897094727e+00,2.090847253799438477e+00,1.792047739028930664e+00,-3.421300649642944336e-01,-8.103179335594177246e-01,1.990215539932250977e+00,7.000000000000000000e+00
2.185465812683105469e+00,-2.918757915496826172e+00,-5.887920260429382324e-01,3.854913413524627686e-01,-7.376239299774169922e-01,2.196346998214721680e+00,3.000000000000000000e+00
2.146806240081787109e+00,3.421975851058959961e+00,-1.972156643867492676e+00,-1.432193875312805176e+00,-2.159031480550765991e-01,-1.925287485122680664e+00,5.000000000000000000e+00
3.595623731613159180e+00,-2.570592403411865234e+00,4.377677142620086670e-01,3.078301429748535156e+00,-1.958954691886901855e+00,-4.634603112936019897e-02,3.000000000000000000e+00
-1.211785078048706055e+00,-9.310685992240905762e-01,-4.350442886352539062e+00,-1.139969348907470703e+00,-1.068041324615478516e+00,-5.283749103546142578e-01,5.000000000000000000e+00
2.526298761367797852e+00,1.246769905090332031e+00,-2.607738971710205078e-01,8.441541194915771484e-01,7.371907830238342285e-01,-7.112376093864440918e-01,5.000000000000000000e+00
-2.823439121246337891e+00,2.904516756534576416e-01,3.831582069396972656e+00,-3.728776276111602783e-01,-1.174732208251953125e+00,1.394825614988803864e-02,7.000000000000000000e+00
-1.948044657707214355e+00,6.296609342098236084e-02,-4.731086790561676025e-01,-1.689865946769714355e+00,3.846354007720947266e+00,-2.855929434299468994e-01,5.000000000000000000e+00
2.058871030807495117e+00,-2.422139406204223633e+00,-9.877958297729492188e-01,3.412817478179931641e+00,-1.702783107757568359e+00,2.665106534957885742e+00,3.000000000000000000e+00
1.360342144966125488e+00,1.851818442344665527e+00,-3.345874786376953125e+00,-4.601940512657165527e-01,-5.468792915344238281e-01,-1.725781321525573730e+00,5.000000000000000000e+00
-4.446052074432373047e+00,1.814983636140823364e-01,1.428474783897399902e+00,3.784543871879577637e-01,-3.317268490791320801e-01,-1.820170879364013672e-02,7.000000000000000000e+00
