2.186346292495727539e+00,-6.389946341514587402e-01,-1.872901558876037598e+00,6.887768208980560303e-02,-7.391443252563476562e-01,5.000000000000000000e+00
-1.781629204750061035e+00,-3.069370031356811523e+00,-8.036126494407653809e-01,1.190307140350341797e+00,-1.129343867301940918e+00,7.000000000000000000e+00
-1.482304930686950684e+00,-2.348260164260864258e+00,3.533610701560974121e-01,-1.033783555030822754e-01,2.644628763198852539e+00,4.000000000000000000e+00
2.719802618026733398e+00,1.845731288194656372e-01,-1.325321316719055176e+00,2.900663137435913086e+00,4.096946716308593750e+00,8.000000000000000000e+00
-1.225638389587402344e+00,-1.155588269233703613e+00,2.746148586273193359e+00,-1.201899051666259766e+00,-1.253769248723983765e-01,9.000000000000000000e+00
-2.412651777267456055e+00,-2.749570012092590332e-01,-1.636894941329956055e+00,5.441380739212036133e-01,3.847771584987640381e-01,9.000000000000000000e+00
-1.906135916709899902e+00,-1.420719265937805176e+00,-2.794156372547149658e-01,1.087394833564758301e+00,6.553065180778503418e-01,9.000000000000000000e+00
2.435781657695770264e-01,-4.439503192901611328e+00,-1.533026814460754395e+00,1.317479610443115234e+00,1.219298839569091797e+00,4.000000000000000000e+00
-6.963312625885009766e-01,-2.114741325378417969e+00,-2.133428573608398438e+00,1.458039402961730957e+00,2.593353509902954102e+00,4.000000000000000000e+00
-5.626775622367858887e-01,9.673194885253906250e-01,-1.474016189575195312e+00,2.643781185150146484e+00,-1.053058028221130371e+00,5.000000000000000000e+00
3.286364376544952393e-01,-7.941187620162963867e-01,-1.111347198486328125e+00,-1.896428227424621582e+00,2.857761144638061523e+00,6.000000000000000000e+00
8.251498937606811523e-01,4.161699712276458740e-01,-3.507074117660522461e+00,-5.199967026710510254e-01,2.777941703796386719e+00,2.000000000000000000e+00
3.597035884857177734e+00,3.105111420154571533e-02,-2.350280523300170898e+00,-1.272403001785278320e-01,-3.938327312469482422e+00,0.000000000000000000e+00
-3.533147573471069336e+00,1.669396877288818359e+00,-3.376983404159545898e-01,-5.998893976211547852e-01,-1.884941101074218750e+00,1.000000000000000000e+00
-1.939877420663833618e-01,-1.537315130233764648e+00,-1.618775874376296997e-01,-1.081539750099182129e+00,1.069952368736267090e+00,4.000000000000000000e+00
-1.985219240188598633e+00,3.406069040298461914e+00,1.002270698547363281e+00,-3.704376220703125000e-01,1.656873822212219238e-01,2.000000000000000000e+00
-5.823228955268859863e-01,4.002733707427978516e+00,5.023818612098693848e-01,-3.129077330231666565e-02,-2.502587139606475830e-01,2.000000000000000000e+00
-1.023155450820922852e+00,-1.186372995376586914e+00,-4.383623301982879639e-01,7.613741159439086914e-01,5.361024737358093262e-01,4.000000000000000000e+00
6.253576278686523438e+00,1.057901501655578613e+00,7.462386488914489746e-01,-2.827421575784683228e-02,-2.234035730361938477e-01,0.000000000000000000e+00
1.556813120841979980e-01,8.779826760292053223e-01,-1.685322761535644531e+00,-1.230416774749755859e+00,8.987063169479370117e-01,6.000000000000000000e+00
4.133377552032470703e+00,3.815570473670959473e-01,8.105270862579345703e-01,1.108135223388671875e+00,-2.430119752883911133e+00,0.000000000000000000e+00
-1.345157265663146973e+00,3.907466411590576172e+00,1.717367291450500488e+00,-9.348622560501098633e-01,-6.704774685204029083e-03,2.000000000000000000e+00
3.120187044143676758e+00,-3.923191428184509277e-01,-2.646216869354248047e+00,-2.633337497711181641e+00,2.346145153045654297e+00,6.000000000000000000e+00
1.331003904342651367e+00,8.314622640609741211e-01,-7.702362537384033203e-01,4.776127338409423828e+00,1.248334348201751709e-01,5.000000000000000000e+00
2.947872281074523926e-01,-1.501326918601989746e+00,-3.217750072479248047e+00,1.662427663803100586e+00,-5.150363445281982422e-01,7.000000000000000000e+00
-9.341769218444824219e-01,-3.669996500015258789e+00,8.178651332855224609e-01,1.346559405326843262e+00,-1.292831182479858398e+00,7.000000000000000000e+00
1.408522248268127441e+00,-8.431558012962341309e-01,-5.196937918663024902e-01,-1.084603905677795410e+00,1.160787582397460938e+00,4.000000000000000000e+00
5.029400348663330078e+00,1.620531529188156128e-01,2.178776264190673828e+00,2.442619502544403076e-01,-1.684478044509887695e+00,0.000000000000000000e+00
-3.581998109817504883e+00,1.890194416046142578e+00,-5.811607241630554199e-01,1.131615757942199707e+00,-8.651331663131713867e-01,1.000000000000000000e+00
-5.432036519050598145e-01,-3.175567150115966797e+00,-1.334848523139953613e+00,-1.326780438423156738e+00,1.036475419998168945e+00,4.000000000000000000e+00
2.026875168085098267e-01,-5.609218496829271317e-03,9.989878535270690918e-01,-2.121413707733154297e+00,9.813605546951293945e-01,6.000000000000000000e+00
1.813905313611030579e-02,-3.527665138244628906e+00,1.647670149803161621e+00,-1.344292879104614258e+00,-2.385642528533935547e-01,9.000000000000000000e+00
-4.836337268352508545e-01,2.642185688018798828e+00,3.115065336227416992e+00,6.287252306938171387e-01,-1.346205621957778931e-01,3.000000000000000000e+00
-3.545419692993164062e+00,1.911300063133239746e+00,-1.106111168861389160e+00,-7.544738650321960449e-01,-2.218852043151855469e-01,1.000000000000000000e+00
-1.456671357154846191e+00,8.498132228851318359e-01,4.064516067504882812e+00,-6.014636754989624023e-01,2.773469388484954834e-01,3.000000000000000000e+00
3.026386737823486328e+00,-5.767219543457031250e+00,1.444115877151489258e+00,2.140261888504028320e+00,-6.611608266830444336e-01,7.000000000000000000e+00
-2.469727516174316406e+00,-1.032100677490234375e+00,4.173645079135894775e-01,-2.657087147235870361e-01,1.041984111070632935e-01,4.000000000000000000e+00
3.019892275333404541e-01,1.887511730194091797e+00,-1.779705643653869629e+00,-2.350461721420288086e+00,2.230333805084228516e+00,2.000000000000000000e+00
9.230095744132995605e-01,2.788376092910766602e+00,-2.734962701797485352e+00,-5.690373182296752930e-01,1.812514066696166992e-01,2.000000000000000000e+00
