1.857868432998657227e-01,-7.050192952156066895e-01,-2.135833501815795898e+00,8.000000000000000000e+00
9.479527473449707031e-01,-1.180590987205505371e+00,-4.720850288867950439e-02,6.000000000000000000e+00
-3.356845855712890625e+00,2.135611057281494141e+00,7.789527177810668945e-01,7.000000000000000000e+00
-1.235578581690788269e-01,-1.789712071418762207e+00,2.411328852176666260e-01,2.000000000000000000e+00
2.318489789962768555e+00,-4.362074732780456543e-01,7.988842204213142395e-03,8.000000000000000000e+00
-3.458057880401611328e+00,1.749680161476135254e+00,1.858767420053482056e-01,7.000000000000000000e+00
-1.584187388420104980e+00,4.285349845886230469e-01,2.779196262359619141e+00,5.000000000000000000e+00
-3.288375854492187500e+00,1.552682757377624512e+00,1.624530553817749023e-01,7.000000000000000000e+00
-2.222876697778701782e-01,-3.048734664916992188e+00,4.015510380268096924e-01,6.000000000000000000e+00
-1.520796418190002441e-01,-2.983469069004058838e-01,7.790217995643615723e-01,3.000000000000000000e+00
1.702402353286743164e+00,-1.297994017601013184e+00,3.282649517059326172e+00,8.000000000000000000e+00
4.373556613922119141e+00,1.126497149467468262e+00,-8.923251032829284668e-01,2.000000000000000000e+00
2.236473411321640015e-01,1.593508481979370117e+00,1.165271043777465820e+00,8.000000000000000000e+00
-1.964065134525299072e-01,1.117329597473144531e+00,2.488030910491943359e+00,8.000000000000000000e+00
3.887775540351867676e-01,3.329223394393920898e-01,2.357516765594482422e+00,8.000000000000000000e+00
-2.743501961231231689e-01,-2.738500833511352539e+00,-1.265254139900207520e+00,6.000000000000000000e+00
1.985572338104248047e+00,2.094272136688232422e+00,1.750939965248107910e+00,3.000000000000000000e+00
-1.747145801782608032e-01,1.135014295578002930e+00,9.316449761390686035e-01,8.000000000000000000e+00
2.410461664199829102e+00,2.172720909118652344e+00,-1.778451167047023773e-02,8.000000000000000000e+00
-1.421869993209838867e+00,-5.297001004219055176e-01,-3.391388177871704102e+00,4.000000000000000000e+00
3.185960531234741211e+00,2.401029586791992188e+00,-7.727192640304565430e-01,5.000000000000000000e+00
-1.560848355293273926e+00,3.794043660163879395e-01,-2.690699577331542969e+00,4.000000000000000000e+00
-9.109022021293640137e-01,8.290293812751770020e-02,9.396235942840576172e-01,7.000000000000000000e+00
3.630499362945556641e+00,2.599725723266601562e+00,-1.585899710655212402e+00,3.000000000000000000e+00
2.970567941665649414e+00,6.837677955627441406e-01,-1.996931672096252441e+00,8.000000000000000000e+00
4.112345874309539795e-01,-3.410154819488525391e+00,1.592799276113510132e-01,6.000000000000000000e+00
-2.795318126678466797e+00,1.989939451217651367e+00,-7.595323920249938965e-01,7.000000000000000000e+00
3.365907669067382812e+00,3.593199729919433594e+00,-1.758711487054824829e-01,3.000000000000000000e+00
4.530961990356445312e+00,1.526969552040100098e+00,-1.750285387039184570e+00,8.000000000000000000e+00
9.000396728515625000e-01,1.917932033538818359e+00,2.666271924972534180e+00,3.000000000000000000e+00
3.862693786621093750e+00,-5.968639999628067017e-02,1.469139218330383301e+00,2.000000000000000000e+00
-2.348424196243286133e+00,-2.975748777389526367e+00,-5.753828883171081543e-01,4.000000000000000000e+00
1.395277380943298340e+00,-3.517228364944458008e+00,9.515848159790039062e-01,6.000000000000000000e+00
-2.821470260620117188e+00,2.192660808563232422e+00,-2.218833923339843750e+00,7.000000000000000000e+00
3.334638178348541260e-01,-8.822341561317443848e-01,2.943020343780517578e+00,8.000000000000000000e+00
-2.506345748901367188e+00,-3.941984176635742188e-01,1.151260018348693848e+00,9.000000000000000000e+00
