1.858265548944473267e-01,-7.050525546073913574e-01,-2.135869264602661133e+00,1.189666271209716797e+00,1.383796453475952148e+00,2.255784422159194946e-01,1.168575406074523926e+00,-1.981583982706069946e-01,3.460002660751342773e+00,1.849115014076232910e+00,2.944930270314216614e-02,-1.017254114151000977e+00,8.397945165634155273e-01,5.546306967735290527e-01,-3.792364597320556641e-01,1.581290841102600098e+00,8.000000000000000000e+00
9.479494094848632812e-01,-1.180589318275451660e+00,-4.709201678633689880e-02,-2.253816843032836914e+00,2.845744132995605469e+00,-1.529586911201477051e+00,1.068797469139099121e+00,-1.517429798841476440e-01,-6.657935380935668945e-01,-4.797363281250000000e-01,3.795258998870849609e-01,1.500446438789367676e+00,4.444889724254608154e-01,-1.550346970558166504e+00,1.013942211866378784e-01,-9.416806697845458984e-02,6.000000000000000000e+00
-3.356838703155517578e+00,2.135629415512084961e+00,7.788709998130798340e-01,-8.413653969764709473e-01,-7.610875368118286133e-01,2.396097183227539062e-01,2.136337995529174805e+00,1.235599815845489502e-01,-6.737597584724426270e-01,-7.598977088928222656e-01,-3.723685145378112793e-01,1.704613864421844482e-01,1.084151625633239746e+00,4.340763092041015625e-01,1.173195838928222656e+00,-2.714253664016723633e-01,7.000000000000000000e+00
-1.235619634389877319e-01,-1.789702177047729492e+00,2.411250770092010498e-01,-2.513804674148559570e+00,-1.834267258644104004e+00,5.568926334381103516e-01,1.507864356040954590e+00,1.334140419960021973e+00,-3.853878080844879150e-01,8.578372746706008911e-02,5.012296512722969055e-02,7.735857963562011719e-01,1.135349273681640625e-01,5.095096826553344727e-01,4.957254510372877121e-03,-8.774994611740112305e-01,2.000000000000000000e+00
2.318479776382446289e+00,-4.362124502658843994e-01,8.098289370536804199e-03,4.640899181365966797e+00,1.984799027442932129e+00,-1.686569899320602417e-01,-1.281144022941589355e-01,4.852432608604431152e-01,-1.391954183578491211e+00,-3.195529878139495850e-01,2.123198956251144409e-01,-1.083326578140258789e+00,-7.486317306756973267e-02,-1.451516389846801758e+00,-7.834852337837219238e-01,2.564806938171386719e-01,8.000000000000000000e+00
-3.458055734634399414e+00,1.749680519104003906e+00,1.858911663293838501e-01,4.452592134475708008e-01,-1.755184650421142578e+00,-1.930325627326965332e+00,2.579287767410278320e+00,1.006427645683288574e+00,-3.821612894535064697e-01,2.691122591495513916e-01,1.066707849502563477e+00,-7.981178164482116699e-01,6.944597959518432617e-01,-9.953415393829345703e-01,4.802143275737762451e-01,1.015919327735900879e+00,7.000000000000000000e+00
-1.584175109863281250e+00,4.285218715667724609e-01,2.779125928878784180e+00,-1.624927997589111328e+00,1.055498838424682617e+00,-6.897780299186706543e-01,-9.162857532501220703e-01,-7.128018736839294434e-01,4.242156744003295898e-01,1.356508374214172363e+00,2.424100339412689209e-01,-1.154960632324218750e+00,4.139922857284545898e-01,1.007862210273742676e+00,4.181784689426422119e-01,9.741956591606140137e-01,5.000000000000000000e+00
-3.288371324539184570e+00,1.552690625190734863e+00,1.623737812042236328e-01,-1.767512261867523193e-01,9.468460679054260254e-01,1.228012561798095703e+00,1.458749532699584961e+00,5.687345564365386963e-02,-9.506879448890686035e-01,-1.358214974403381348e+00,5.534811317920684814e-02,6.179129481315612793e-01,1.636324167251586914e+00,1.042560458183288574e+00,4.659031331539154053e-01,-1.133453607559204102e+00,7.000000000000000000e+00
-2.222931832075119019e-01,-3.048714160919189453e+00,4.015825688838958740e-01,-1.741506457328796387e+00,2.070740222930908203e+00,-9.706549346446990967e-02,1.330767631530761719e+00,6.616302728652954102e-01,-1.242707014083862305e+00,6.210590600967407227e-01,1.544008731842041016e+00,-6.082947924733161926e-02,-1.428653717041015625e+00,-2.024920433759689331e-01,-8.297529816627502441e-02,-4.360900223255157471e-01,6.000000000000000000e+00
-1.520768702030181885e-01,-2.983461320400238037e-01,7.789520621299743652e-01,2.947706699371337891e+00,-2.180538177490234375e+00,2.847125530242919922e+00,1.126079320907592773e+00,1.486264914274215698e-01,-2.051397860050201416e-01,6.474970579147338867e-01,-4.935487508773803711e-01,-1.148681044578552246e+00,3.553724586963653564e-01,-1.995459079742431641e+00,1.710222601890563965e+00,-7.773648500442504883e-01,3.000000000000000000e+00
