1.857850402593612671e-01,-7.050211429595947266e-01,-2.135863065719604492e+00,1.189598917961120605e+00,1.383860230445861816e+00,2.255976498126983643e-01,1.169362425804138184e+00,-1.968732327222824097e-01,8.000000000000000000e+00
9.479539990425109863e-01,-1.180622100830078125e+00,-4.709662869572639465e-02,-2.253854513168334961e+00,2.845690011978149414e+00,-1.529397249221801758e+00,1.069068193435668945e+00,-1.511463969945907593e-01,6.000000000000000000e+00
-3.356841087341308594e+00,2.135624647140502930e+00,7.788742780685424805e-01,-8.413441181182861328e-01,-7.609751820564270020e-01,2.393353432416915894e-01,2.136448860168457031e+00,1.238766610622406006e-01,7.000000000000000000e+00
-1.235626041889190674e-01,-1.789699435234069824e+00,2.411101609468460083e-01,-2.513809919357299805e+00,-1.834331274032592773e+00,5.570089221000671387e-01,1.508064150810241699e+00,1.334156155586242676e+00,2.000000000000000000e+00
2.318483114242553711e+00,-4.362199604511260986e-01,8.124855346977710724e-03,4.640974998474121094e+00,1.984825730323791504e+00,-1.688956618309020996e-01,-1.292728930711746216e-01,4.848348796367645264e-01,8.000000000000000000e+00
-3.458057880401611328e+00,1.749684214591979980e+00,1.859040856361389160e-01,4.452654421329498291e-01,-1.755236625671386719e+00,-1.930060148239135742e+00,2.579561948776245117e+00,1.006729245185852051e+00,7.000000000000000000e+00
-1.584177732467651367e+00,4.285225570201873779e-01,2.779120206832885742e+00,-1.624944448471069336e+00,1.055245399475097656e+00,-6.890258193016052246e-01,-9.159724116325378418e-01,-7.125515937805175781e-01,5.000000000000000000e+00
-3.288372993469238281e+00,1.552687525749206543e+00,1.623798012733459473e-01,-1.767601221799850464e-01,9.468650817871093750e-01,1.228022575378417969e+00,1.458790898323059082e+00,5.715722590684890747e-02,7.000000000000000000e+00
-2.222944945096969604e-01,-3.048719644546508789e+00,4.015682637691497803e-01,-1.741514444351196289e+00,2.070797681808471680e+00,-9.714114665985107422e-02,1.330850720405578613e+00,6.627461910247802734e-01,6.000000000000000000e+00
-1.520772427320480347e-01,-2.983432412147521973e-01,7.789594531059265137e-01,2.947680234909057617e+00,-2.180673599243164062e+00,2.847463369369506836e+00,1.126210212707519531e+00,1.487434506416320801e-01,3.000000000000000000e+00
1.702391743659973145e+00,-1.297978997230529785e+00,3.282739639282226562e+00,2.515125274658203125e+00,2.219809770584106445e+00,-2.330210208892822266e+00,-5.383086800575256348e-01,1.509611845016479492e+00,8.000000000000000000e+00
4.373568534851074219e+00,1.126496791839599609e+00,-8.923971652984619141e-01,-4.897749423980712891e-01,-1.323882699012756348e+00,3.204159975051879883e+00,2.065065622329711914e+00,-1.198711276054382324e+00,2.000000000000000000e+00
2.236542999744415283e-01,1.593493342399597168e+00,1.165188074111938477e+00,-6.074588894844055176e-01,-8.820188790559768677e-02,2.095168352127075195e+00,-3.328100442886352539e-01,-3.325521051883697510e-01,8.000000000000000000e+00
-1.964033544063568115e-01,1.117325663566589355e+00,2.487982034683227539e+00,-1.269504904747009277e+00,-2.629406936466693878e-02,1.497431874275207520e+00,-1.761606894433498383e-02,-2.479894310235977173e-01,8.000000000000000000e+00
3.887873888015747070e-01,3.328908979892730713e-01,2.357433080673217773e+00,5.241136550903320312e-01,-1.048511028289794922e+00,6.569383144378662109e-01,-7.868319153785705566e-01,5.355035066604614258e-01,8.000000000000000000e+00
-2.743505239486694336e-01,-2.738506555557250977e+00,-1.265252351760864258e+00,-1.767032027244567871e+00,1.674483537673950195e+00,5.408872365951538086e-01,8.667244911193847656e-01,-8.975124359130859375e-01,6.000000000000000000e+00
1.985569834709167480e+00,2.094266176223754883e+00,1.751007318496704102e+00,8.539245724678039551e-01,6.296801567077636719e-01,-1.658990979194641113e+00,-9.628104567527770996e-01,1.624373316764831543e+00,3.000000000000000000e+00
-1.747168600559234619e-01,1.135029554367065430e+00,9.316087961196899414e-01,2.541328907012939453e+00,-1.011443212628364563e-01,2.083618879318237305e+00,1.416418433189392090e+00,-1.136313557624816895e+00,8.000000000000000000e+00
2.410460948944091797e+00,2.172729492187500000e+00,-1.774032972753047943e-02,1.529981017112731934e+00,8.024579882621765137e-01,1.758152127265930176e+00,2.337122857570648193e-01,-4.220945835113525391e-01,8.000000000000000000e+00
-1.421867728233337402e+00,-5.297056436538696289e-01,-3.391412258148193359e+00,-1.393395662307739258e+00,-1.433431148529052734e+00,-3.936817869544029236e-02,-1.209361076354980469e+00,3.496716320514678955e-01,4.000000000000000000e+00
