6.037258505821228027e-01,-4.680000841617584229e-01,1.771524429321289062e+00,2.016594648361206055e+00,2.086071968078613281e+00,2.143584966659545898e+00,1.162450075149536133e+00,-1.236312508583068848e+00,1.331810474395751953e+00,9.140776842832565308e-02,-6.835576295852661133e-01,5.702269077301025391e-01,-7.782312035560607910e-01,-3.278303444385528564e-01,7.520139813423156738e-01,7.828158140182495117e-01,3.000000000000000000e+00
3.865247964859008789e+00,-1.652044296264648438e+00,-6.545214653015136719e-01,2.115182727575302124e-01,2.074431419372558594e+00,6.272867321968078613e-01,5.478069782257080078e-01,5.592413991689682007e-02,1.073837041854858398e+00,-3.170835673809051514e-01,9.639745354652404785e-01,9.006133675575256348e-01,-1.592184454202651978e-01,-1.256975293159484863e+00,1.218581199645996094e+00,2.526664435863494873e-01,9.000000000000000000e+00
-2.488589882850646973e-01,1.379088163375854492e+00,1.024146556854248047e+00,6.153603196144104004e-01,-5.016778707504272461e-01,-3.395380258560180664e+00,-2.743999958038330078e-01,7.147470116615295410e-01,2.718426883220672607e-01,6.503663659095764160e-01,-5.295124053955078125e-01,1.281467795372009277e+00,-4.325026571750640869e-01,-2.289929986000061035e-02,-2.144431829452514648e+00,8.087676763534545898e-01,5.000000000000000000e+00
1.207870125770568848e+00,3.439225435256958008e+00,2.317481189966201782e-01,1.234682202339172363e+00,-9.729149192571640015e-02,2.798092842102050781e+00,1.306183218955993652e+00,5.208091735839843750e-01,9.404020309448242188e-01,8.402712345123291016e-01,-7.937419414520263672e-01,1.167949065566062927e-01,1.972016930580139160e+00,-2.630846500396728516e-01,-2.687202580273151398e-02,-3.275265172123908997e-02,7.000000000000000000e+00
4.668478071689605713e-01,7.036043405532836914e-01,-1.830408334732055664e+00,-7.715613245964050293e-01,7.776474952697753906e-01,-2.505811691284179688e+00,-1.409664005041122437e-01,-1.237879037857055664e+00,-5.185866951942443848e-01,-6.809849739074707031e-01,1.157069087028503418e+00,-7.009335756301879883e-01,-1.086737275123596191e+00,9.780391454696655273e-01,-9.922428131103515625e-01,-8.708269596099853516e-01,9.000000000000000000e+00
1.352799177169799805e+00,1.620538949966430664e+00,-1.593343257904052734e+00,-3.901500999927520752e-01,2.986134052276611328e+00,-1.830771327018737793e+00,7.207466363906860352e-01,1.779649257659912109e+00,1.022411346435546875e+00,1.941033601760864258e-01,6.502732634544372559e-01,-9.224382638931274414e-01,-6.413933038711547852e-01,2.949961125850677490e-01,3.406207561492919922e-01,-3.563506007194519043e-01,9.000000000000000000e+00
3.501353561878204346e-01,3.090223073959350586e+00,1.153281688690185547e+00,6.900286674499511719e-01,4.756992459297180176e-01,3.195442914962768555e+00,2.040863931179046631e-01,-1.010073781013488770e+00,2.533670067787170410e-01,3.909156918525695801e-01,4.347688555717468262e-01,-4.882139563560485840e-01,1.218721628189086914e+00,-9.058592915534973145e-01,-1.373900622129440308e-01,-3.474278748035430908e-01,7.000000000000000000e+00
1.590376615524291992e+00,3.256297349929809570e+00,2.833986759185791016e+00,-6.089773178100585938e-01,-2.099514484405517578e+00,1.584581851959228516e+00,-1.915438473224639893e-01,2.450654283165931702e-02,-1.361028790473937988e+00,1.034206390380859375e+00,-5.004054307937622070e-01,-1.451334118843078613e+00,-1.173901915550231934e+00,8.388524055480957031e-01,3.726524114608764648e-01,-1.602921052835881710e-03,7.000000000000000000e+00
1.616244196891784668e+00,2.188784122467041016e+00,1.611092984676361084e-01,6.933725476264953613e-01,-3.469877719879150391e+00,-1.083213448524475098e+00,2.242271453142166138e-01,4.429436326026916504e-01,7.829188704490661621e-01,-9.417620897293090820e-01,3.848292827606201172e-01,3.001307249069213867e+00,-3.563669323921203613e-01,4.756136536598205566e-01,-1.684820801019668579e-01,1.275064826011657715e+00,7.000000000000000000e+00
-1.011111512780189514e-01,-2.318039894104003906e+00,2.244357585906982422e+00,1.145348906517028809e+00,7.366150617599487305e-02,-2.833636999130249023e-01,2.414516687393188477e+00,-1.572365045547485352e+00,-2.057220041751861572e-01,-3.604805767536163330e-01,5.777741670608520508e-01,8.688125014305114746e-01,-3.051961958408355713e-01,-4.447553157806396484e-01,1.506525039672851562e+00,1.047387570142745972e-01,3.000000000000000000e+00
