6.037304401397705078e-01,-4.679710566997528076e-01,1.771521687507629395e+00,2.016567945480346680e+00,2.086070775985717773e+00,2.143602371215820312e+00,1.162367582321166992e+00,-1.236275076866149902e+00,1.331715941429138184e+00,9.142260253429412842e-02,-6.836416721343994141e-01,5.718551874160766602e-01,-7.791121006011962891e-01,3.000000000000000000e+00
3.865247726440429688e+00,-1.652012825012207031e+00,-6.545174121856689453e-01,2.115514278411865234e-01,2.074413776397705078e+00,6.272983551025390625e-01,5.477837920188903809e-01,5.573998764157295227e-02,1.073517680168151855e+00,-3.162995278835296631e-01,9.629349112510681152e-01,9.055702090263366699e-01,-1.523926109075546265e-01,9.000000000000000000e+00
-2.488591969013214111e-01,1.379086971282958984e+00,1.024116396903991699e+00,6.153645515441894531e-01,-5.016562342643737793e-01,-3.395371913909912109e+00,-2.743545174598693848e-01,7.147817611694335938e-01,2.719349861145019531e-01,6.501430869102478027e-01,-5.297077894210815430e-01,1.281637191772460938e+00,-4.359816312789916992e-01,5.000000000000000000e+00
1.207867622375488281e+00,3.439225196838378906e+00,2.317457795143127441e-01,1.234684944152832031e+00,-9.729797393083572388e-02,2.798082828521728516e+00,1.306198000907897949e+00,5.208001732826232910e-01,9.402362704277038574e-01,8.397045135498046875e-01,-7.942176461219787598e-01,1.169384345412254333e-01,1.973182678222656250e+00,7.000000000000000000e+00
4.668464958667755127e-01,7.036052942276000977e-01,-1.830410957336425781e+00,-7.715570330619812012e-01,7.776361703872680664e-01,-2.505804300308227539e+00,-1.409053951501846313e-01,-1.237763881683349609e+00,-5.185551643371582031e-01,-6.819773912429809570e-01,1.157363176345825195e+00,-7.040978670120239258e-01,-1.086403131484985352e+00,9.000000000000000000e+00
1.352797508239746094e+00,1.620541453361511230e+00,-1.593339800834655762e+00,-3.901521265506744385e-01,2.986129522323608398e+00,-1.830750942230224609e+00,7.206839323043823242e-01,1.779632329940795898e+00,1.022367358207702637e+00,1.947372704744338989e-01,6.496621966361999512e-01,-9.200161099433898926e-01,-6.397407054901123047e-01,9.000000000000000000e+00
3.501329123973846436e-01,3.090222120285034180e+00,1.153280615806579590e+00,6.900360584259033203e-01,4.756863117218017578e-01,3.195452213287353516e+00,2.041450142860412598e-01,-1.009941339492797852e+00,2.535148859024047852e-01,3.907005786895751953e-01,4.360178411006927490e-01,-4.940675795078277588e-01,1.220236539840698242e+00,7.000000000000000000e+00
1.590374231338500977e+00,3.256298303604125977e+00,2.833983421325683594e+00,-6.089740395545959473e-01,-2.099496364593505859e+00,1.584565401077270508e+00,-1.915707141160964966e-01,2.447229065001010895e-02,-1.360979676246643066e+00,1.033823251724243164e+00,-5.005572438240051270e-01,-1.449557065963745117e+00,-1.179315686225891113e+00,7.000000000000000000e+00
1.616243362426757812e+00,2.188784360885620117e+00,1.611071974039077759e-01,6.933674216270446777e-01,-3.469866514205932617e+00,-1.083227276802062988e+00,2.241216152906417847e-01,4.427746832370758057e-01,7.829346656799316406e-01,-9.407342672348022461e-01,3.835568726062774658e-01,3.007695436477661133e+00,-3.608547151088714600e-01,7.000000000000000000e+00
-1.011085882782936096e-01,-2.318040609359741211e+00,2.244354724884033203e+00,1.145347952842712402e+00,7.365894317626953125e-02,-2.833538055419921875e-01,2.414591073989868164e+00,-1.572191596031188965e+00,-2.053463459014892578e-01,-3.610444366931915283e-01,5.794270634651184082e-01,8.616878986358642578e-01,-3.063811659812927246e-01,3.000000000000000000e+00
