6.037421226501464844e-01,-4.679808914661407471e-01,1.771509289741516113e+00,2.016589879989624023e+00,2.086032867431640625e+00,2.143557310104370117e+00,1.162244558334350586e+00,-1.237247467041015625e+00,1.333808779716491699e+00,8.780851960182189941e-02,3.000000000000000000e+00
3.865213394165039062e+00,-1.652060508728027344e+00,-6.545062661170959473e-01,2.115718722343444824e-01,2.074404478073120117e+00,6.271852254867553711e-01,5.470643043518066406e-01,5.585827305912971497e-02,1.073866367340087891e+00,-3.169136047363281250e-01,9.000000000000000000e+00
-2.488611638545989990e-01,1.379088401794433594e+00,1.024132013320922852e+00,6.153635382652282715e-01,-5.016038417816162109e-01,-3.395301580429077148e+00,-2.740259468555450439e-01,7.152855396270751953e-01,2.706340849399566650e-01,6.580243706703186035e-01,5.000000000000000000e+00
1.207863688468933105e+00,3.439227819442749023e+00,2.317316234111785889e-01,1.234674215316772461e+00,-9.733120352029800415e-02,2.798097372055053711e+00,1.306173324584960938e+00,5.209344029426574707e-01,9.401563405990600586e-01,8.396937847137451172e-01,7.000000000000000000e+00
4.668457508087158203e-01,7.036015391349792480e-01,-1.830406785011291504e+00,-7.715681791305541992e-01,7.776103615760803223e-01,-2.505810022354125977e+00,-1.408829987049102783e-01,-1.237897038459777832e+00,-5.181469917297363281e-01,-6.871746182441711426e-01,9.000000000000000000e+00
1.352795839309692383e+00,1.620539426803588867e+00,-1.593343377113342285e+00,-3.901365399360656738e-01,2.986191272735595703e+00,-1.830712437629699707e+00,7.211213111877441406e-01,1.780440449714660645e+00,1.020536780357360840e+00,2.005030810832977295e-01,9.000000000000000000e+00
3.501293957233428955e-01,3.090225458145141602e+00,1.153275728225708008e+00,6.900296211242675781e-01,4.756595492362976074e-01,3.195425987243652344e+00,2.040800899267196655e-01,-1.010410308837890625e+00,2.543570101261138916e-01,3.868723511695861816e-01,7.000000000000000000e+00
1.590371012687683105e+00,3.256305694580078125e+00,2.833981513977050781e+00,-6.089735627174377441e-01,-2.099479198455810547e+00,1.584586620330810547e+00,-1.916458457708358765e-01,2.466994524002075195e-02,-1.361745953559875488e+00,1.040700674057006836e+00,7.000000000000000000e+00
1.616239905357360840e+00,2.188787221908569336e+00,1.611048579216003418e-01,6.933509111404418945e-01,-3.469908714294433594e+00,-1.083242416381835938e+00,2.240236103534698486e-01,4.424106478691101074e-01,7.840878963470458984e-01,-9.467690587043762207e-01,7.000000000000000000e+00
-1.011050641536712646e-01,-2.318035840988159180e+00,2.244359254837036133e+00,1.145344257354736328e+00,7.367186248302459717e-02,-2.833244204521179199e-01,2.414802074432373047e+00,-1.572100877761840820e+00,-2.061511874198913574e-01,-3.590385615825653076e-01,3.000000000000000000e+00
-9.646445512771606445e-01,-2.863094091415405273e+00,2.355358898639678955e-01,2.740216851234436035e-01,2.538076601922512054e-02,-1.951480060815811157e-01,2.227616012096405029e-01,-6.588878482580184937e-02,-3.345859348773956299e-01,1.048270225524902344e+00,3.000000000000000000e+00
1.119001150131225586e+00,-4.007729530334472656e+00,1.107675075531005859e+00,8.897576928138732910e-01,-7.734354734420776367e-01,1.789137721061706543e+00,2.394902944564819336e+00,-2.254765182733535767e-01,-5.036804080009460449e-01,1.768436551094055176e+00,3.000000000000000000e+00
3.570306599140167236e-01,1.361936092376708984e+00,-8.872679471969604492e-01,7.742861509323120117e-01,2.526010751724243164e+00,-2.876472473144531250e-01,1.164041161537170410e+00,2.163125425577163696e-01,1.711096048355102539e+00,-7.400578260421752930e-01,9.000000000000000000e+00
1.202811360359191895e+00,-4.745617389678955078e+00,6.938872337341308594e-01,-8.160835504531860352e-01,-1.058451533317565918e+00,1.037272691726684570e+00,8.240494132041931152e-01,-1.642363667488098145e+00,1.141472697257995605e+00,-6.135737299919128418e-01,3.000000000000000000e+00
1.967085957527160645e+00,2.127649068832397461e+00,5.792537212371826172e+00,-4.706663787364959717e-01,1.407086968421936035e+00,-8.075610995292663574e-01,-3.059556961059570312e+00,2.042126893997192383e+00,-1.004858255386352539e+00,3.635770455002784729e-02,9.000000000000000000e+00
-5.115394592285156250e-01,2.758575916290283203e+00,1.584129631519317627e-01,-1.118117451667785645e+00,-5.340570211410522461e-01,2.768444418907165527e-01,-9.500601291656494141e-01,-1.752959728240966797e+00,6.262058019638061523e-01,2.776620537042617798e-02,7.000000000000000000e+00
2.329226136207580566e-01,-1.522513151168823242e+00,-2.134600877761840820e+00,1.602542698383331299e-01,-5.513125658035278320e-01,-1.135389924049377441e+00,3.633476197719573975e-01,-2.097191333770751953e+00,7.095140814781188965e-01,5.456904172897338867e-01,5.000000000000000000e+00
6.088661551475524902e-01,8.269245624542236328e-01,-2.060544252395629883e+00,9.964381158351898193e-02,1.970783352851867676e+00,-1.927637457847595215e+00,6.926669478416442871e-01,1.010737895965576172e+00,1.418974995613098145e+00,7.474179565906524658e-02,9.000000000000000000e+00
