7.493105530738830566e-01,3.310336112976074219e+00,9.122757911682128906e-01,-1.634719371795654297e+00,5.000000000000000000e+00
2.650630950927734375e+00,2.290701866149902344e+00,3.233523368835449219e+00,1.705207973718643188e-01,9.000000000000000000e+00
3.588174819946289062e+00,-1.433959882706403732e-02,-3.133057951927185059e-01,3.424070835113525391e+00,7.000000000000000000e+00
-9.871044158935546875e-01,-7.870674133300781250e-01,2.258555889129638672e+00,4.052881896495819092e-01,5.000000000000000000e+00
-2.486460655927658081e-01,-3.358453273773193359e+00,1.506794691085815430e+00,-1.368288278579711914e+00,9.000000000000000000e+00
3.541723251342773438e+00,2.597749471664428711e+00,-5.964334607124328613e-01,2.883657932281494141e+00,7.000000000000000000e+00
-2.350932732224464417e-02,-6.457931995391845703e-01,-1.585662841796875000e+00,-9.320434927940368652e-01,9.000000000000000000e+00
1.862181536853313446e-02,4.000386714935302734e+00,1.934935450553894043e+00,1.027413487434387207e+00,5.000000000000000000e+00
1.304861068725585938e+00,5.840600728988647461e-01,-6.211135387420654297e-01,1.450020819902420044e-01,5.000000000000000000e+00
-3.276638269424438477e+00,1.753185272216796875e+00,-7.995422482490539551e-01,9.341151714324951172e-01,3.000000000000000000e+00
3.387118577957153320e+00,1.335001945495605469e+00,2.304360419511795044e-01,2.183420658111572266e+00,7.000000000000000000e+00
2.772519350051879883e+00,1.244904994964599609e+00,-2.416589021682739258e+00,1.968927383422851562e+00,7.000000000000000000e+00
2.629119157791137695e+00,-9.039380550384521484e-01,2.416293025016784668e-01,-5.228354334831237793e-01,9.000000000000000000e+00
-3.781265616416931152e-01,-3.675957441329956055e+00,-8.183733224868774414e-01,-5.914731025695800781e-01,9.000000000000000000e+00
1.577695727348327637e+00,-1.466213941574096680e+00,9.383492469787597656e-01,-1.767753124237060547e+00,9.000000000000000000e+00
-1.062958121299743652e+00,-2.055889844894409180e+00,5.059574246406555176e-01,-1.998580217361450195e+00,5.000000000000000000e+00
3.011103391647338867e+00,3.843766171485185623e-03,9.186898469924926758e-01,-1.628675222396850586e+00,9.000000000000000000e+00
1.583291649818420410e+00,3.223839044570922852e+00,-6.247068643569946289e-01,5.079041719436645508e-01,9.000000000000000000e+00
1.472173929214477539e+00,-3.063207149505615234e+00,-1.512471139430999756e-01,-1.804252028465270996e+00,9.000000000000000000e+00
1.016731381416320801e+00,3.930458784103393555e+00,-4.035085439682006836e-01,5.160857364535331726e-02,5.000000000000000000e+00
2.123370468616485596e-01,1.864174365997314453e+00,-3.823806285858154297e+00,-5.396848320960998535e-01,5.000000000000000000e+00
2.502254009246826172e+00,1.440819978713989258e+00,-2.907475531101226807e-01,1.396388709545135498e-01,7.000000000000000000e+00
-1.931238651275634766e+00,-2.659298419952392578e+00,-8.003022074699401855e-01,-1.381118535995483398e+00,3.000000000000000000e+00
-4.368476867675781250e+00,-8.122783899307250977e-01,1.650769114494323730e-01,-9.731817841529846191e-01,5.000000000000000000e+00
-4.567637920379638672e+00,-1.039297342300415039e+00,-6.292331218719482422e-01,4.071143567562103271e-01,3.000000000000000000e+00
2.221404314041137695e+00,1.025195598602294922e+00,-2.178421258926391602e+00,1.058100089430809021e-01,7.000000000000000000e+00
1.853363990783691406e+00,1.354147315025329590e+00,-1.097815752029418945e+00,-1.773623228073120117e+00,9.000000000000000000e+00
-5.116114139556884766e+00,1.706074118614196777e+00,1.510739326477050781e+00,1.946834206581115723e+00,3.000000000000000000e+00
-2.784146547317504883e+00,-1.287992477416992188e+00,1.120384097099304199e+00,1.416009962558746338e-01,5.000000000000000000e+00
1.884711265563964844e+00,1.294553279876708984e+00,-1.067733407020568848e+00,-1.496457099914550781e+00,9.000000000000000000e+00
3.378037214279174805e+00,-1.459509372711181641e+00,2.882418394088745117e+00,-5.543047189712524414e-01,9.000000000000000000e+00
-6.592431068420410156e-01,-1.365426182746887207e+00,-2.574971914291381836e+00,6.666709184646606445e-01,5.000000000000000000e+00
8.219980001449584961e-01,-1.326191425323486328e+00,4.619142115116119385e-01,-2.557405710220336914e+00,9.000000000000000000e+00
-3.046890974044799805e+00,-2.832929372787475586e+00,-1.877444237470626831e-01,1.404403299093246460e-01,3.000000000000000000e+00
1.429200291633605957e+00,-1.023405194282531738e-01,-3.996354639530181885e-01,-1.187177419662475586e+00,5.000000000000000000e+00
1.106054425239562988e+00,-1.593201518058776855e+00,2.737261056900024414e+00,-1.560168147087097168e+00,9.000000000000000000e+00
-4.428587436676025391e+00,-2.177361845970153809e-01,1.398999691009521484e+00,-1.685686111450195312e+00,3.000000000000000000e+00
2.813471794128417969e+00,-1.482003569602966309e+00,-1.622609019279479980e+00,4.557829201221466064e-01,7.000000000000000000e+00
-2.075579762458801270e-01,-4.827270507812500000e+00,2.015603780746459961e+00,1.217692852020263672e+00,9.000000000000000000e+00
3.451992750167846680e+00,2.943309307098388672e+00,5.507920384407043457e-01,1.115785956382751465e+00,7.000000000000000000e+00
